Swedish_Lemma,English_Lemma,Chinese_Lemma,POS
gedigen,solid,扎实的,ADJ
recension,review,评论,NOUN
odds,odds,赔率,NOUN
så kallad,so-called,所谓的,ADJ
gips,plaster,石膏,NOUN
girig,greedy,贪婪的,ADJ
girighet,greed,贪婪,NOUN
insistera,insist,坚持,VERB
offentlig,public,公共的,ADJ
psykolog,psychologist,心理学家,NOUN
tolerera,tolerate,容忍,VERB
bekänna,confess,忏悔,VERB
bitti,early morning,清晨,ADV
bortom,beyond,在...之外,ADP
elände,misery,苦难,NOUN
frid,peace,和平,NOUN
förbanna,curse,诅咒,VERB
förgöra,destroy,毁掉,VERB
förmögenhet,wealth,财富,NOUN
försprång,lead,领先,NOUN
förstärkning,reinforcement,加强,NOUN
förtjusande,delightful,令人愉快的,ADJ
gottgöra,compensate,补偿,VERB
grann,nearby,附近的,ADJ
gryning,dawn,黎明,NOUN
immunitet,immunity,免疫力,NOUN
knipa,pinch,捏,VERB
kommissarie,commissioner,专员,NOUN
odödlig,immortal,不朽的,ADJ
skinna,shine,闪耀,VERB
såvida,unless,除非,SCONJ
territorium,territory,领土,NOUN
underrättad,informed,被通知的,ADJ
vansinne,madness,疯狂,NOUN
visdom,wisdom,智慧,NOUN
överenskommelse,agreement,协议,NOUN
allians,alliance,联盟,NOUN
anhängare,supporter,支持者,NOUN
anhålla,detain,拘留,VERB
anspråk,claim,要求,NOUN
hävda,assert,断言,VERB
yttra,express,表达,VERB
poängtera,emphasize,强调,VERB
ifrågasätta,question,质疑,VERB
utvärdera,evaluate,评估,VERB
fastställa,determine,确定,VERB
redogöra,account for,说明,VERB
redovisa,report,报告,VERB
klargöra,clarify,澄清,VERB
specificera,specify,指定,VERB
karakterisera,characterize,刻画,VERB
skildra,depict,描绘,VERB
framställa,portray,描绘,VERB
förespråka,advocate,提倡,VERB
rättfärdiga,justify,证明合理,VERB
bevittna,witness,目击,VERB
iaktta,observe,观察,VERB
kartlägga,map out,摸清,VERB
handleda,supervise,指导,VERB
strukturera,structure,构建,VERB
samordna,coordinate,协调,VERB
uppkomma,arise,产生,VERB
framträda,appear,出现,VERB
uppvisa,display,展示,VERB
tillhandahålla,provide,提供,VERB
tilldela,assign,分配,VERB
särskilja,distinguish,区分,VERB
åtskilja,separate,分开,VERB
sammanfoga,join,拼接,VERB
framkalla,cause,引起,VERB
utlösa,trigger,触发,VERB
prägla,shape,塑造,VERB
avslå,reject,驳回,VERB
förkasta,reject,否定,VERB
underkänna,fail,否决,VERB
bifalla,approve,批准,VERB
understödja,support,支持,VERB
gynna,favor,有利于,VERB
missgynna,disfavor,不利于,VERB
främja,promote,促进,VERB
hämma,inhibit,抑制,VERB
fördröja,delay,延迟,VERB
påskynda,accelerate,加快,VERB
accelerera,accelerate,加速,VERB
förminska,diminish,缩小,VERB
utvidga,widen,拓宽,VERB
inskränka,restrict,限制,VERB
utsträcka,extend,延伸,VERB
eftersträva,pursue,追求,VERB
eftersöka,search for,搜寻,VERB
tillägna,acquire,获得,VERB
förvärva,acquire,取得,VERB
införskaffa,procure,采购,VERB
anskaffa,procure,购置,VERB
administrera,administer,管理,VERB
befordrad,promoted,晋升,ADJ
befordran,promotion,晋升,NOUN
förvalta,manage,管理,VERB
dirigera,direct,指挥,VERB
alarmera,alarm,报警,VERB
återuppta,resume,恢复,VERB
uppehålla,detain,逗留,VERB
begäran,request,请求,NOUN
fullfölja,complete,完成,VERB
färdigställa,finalize,完成,VERB
genomdriva,push through,推动,VERB
pådriva,drive,推动,VERB
framtvinga,force,迫使,VERB
inhämta,gather,收集,VERB
uppsäga,dismiss,辞退,VERB
vidarebefordra,forward,转发,VERB
distribuera,distribute,分发,VERB
legitimera,legitimize,使合法,VERB
sanktionera,sanction,认可,VERB
delegera,delegate,委派,VERB
förorda,recommend,推荐,VERB
tillträda,assume office,就任,VERB
efterträda,succeed,继任,VERB
avsätta,depose,罢免,VERB
utnämna,appoint,任命,VERB
medla,mediate,调解,VERB
försona,reconcile,使和解,VERB
överlägga,deliberate,商议,VERB
rådgöra,consult,商议,VERB
samråda,consult,协商,VERB
utvälja,select,挑选,VERB
åtgärda,remedy,处理,VERB
klarlägga,clarify,查明,VERB
tillse,ensure,确保,VERB
säkerställa,ensure,确保,VERB
bekosta,finance,负担费用,VERB
bestrida,deny,否认,VERB
motsäga,contradict,反驳,VERB
invända,object,反对,VERB
inställa,postpone,推迟,VERB
senarelägga,postpone,推迟,VERB
tidigarelägga,advance,提前,VERB
grundlägga,found,奠基,VERB
restaurera,restore,修复,VERB
federation,federation,联邦,NOUN
konstitution,constitution,宪法,NOUN
ministär,cabinet,内阁,NOUN
utskott,committee,委员会,NOUN
delegation,delegation,代表团,NOUN
mandat,mandate,授权,NOUN
valkrets,constituency,选区,NOUN
koalition,coalition,联盟,NOUN
pakt,pact,协定,NOUN
fördrag,treaty,条约,NOUN
traktat,treaty,条约,NOUN
konvention,convention,公约,NOUN
stadga,charter,章程,NOUN
klausul,clause,条款,NOUN
föreskrift,regulation,规定,NOUN
förordning,ordinance,法令,NOUN
direktiv,directive,指令,NOUN
regelverk,rulebook,规则体系,NOUN
kriterium,criterion,标准,NOUN
förbehåll,reservation,保留,NOUN
restriktion,restriction,限制,NOUN
åtal,prosecution,起诉,NOUN
instans,instance,审级,NOUN
överklagande,appeal,上诉,NOUN
häktning,detention,羁押,NOUN
frikännande,acquittal,无罪释放,NOUN
fällande,conviction,定罪,NOUN
kartell,cartel,卡特尔,NOUN
utdelning,dividend,分红,NOUN
aktiemarknad,stock market,股市,NOUN
omsättning,turnover,营业额,NOUN
prissättning,pricing,定价,NOUN
distributör,distributor,经销商,NOUN
återförsäljare,retailer,零售商,NOUN
löntagare,employee,雇员,NOUN
arbetstagare,employee,雇员,NOUN
sysselsättning,employment,就业,NOUN
avancemang,advancement,晋升,NOUN
kvalifikation,qualification,资格,NOUN
sakkunskap,expertise,专业知识,NOUN
bildning,education,教养,NOUN
läroplan,curriculum,课程,NOUN
tentamen,exam,考试,NOUN
behörighet,qualification,资格,NOUN
anslag,funding,拨款,NOUN
benämna,denominate,命名,VERB
subvention,subsidy,补贴,NOUN
beskattning,taxation,征税,NOUN
tjänstepension,occupational pension,职业养老金,NOUN
ålderspension,retirement pension,退休金,NOUN
premie,premium,保费,NOUN
skadestånd,damages,赔偿,NOUN
skikt,stratum,阶层,NOUN
underklass,underclass,底层,NOUN
härkomst,origin,出身,NOUN
anor,ancestry,祖辈,NOUN
släkte,kin,宗族,NOUN
sed,custom,习俗,NOUN
sedvänja,custom,习俗,NOUN
ursprungsbefolkning,indigenous people,原住民,NOUN
minoritetsgrupp,minority group,少数群体,NOUN
assimilering,assimilation,同化,NOUN
likabehandling,equal treatment,平等待遇,NOUN
främlingsfientlighet,xenophobia,仇外,NOUN
hederskultur,honor culture,荣誉文化,NOUN
tillfredsställelse,satisfaction,满足,NOUN
förtvivlan,despair,绝望,NOUN
strävan,striving,追求,NOUN
hängivenhet,dedication,奉献,NOUN
begär,desire,欲望,NOUN
förakt,contempt,蔑视,NOUN
misstro,distrust,不信任,NOUN
misstänksamhet,suspicion,怀疑,NOUN
avund,envy,嫉妒,NOUN
ansvarskänsla,sense of duty,责任感,NOUN
överflöd,abundance,富足,NOUN
rättssäkerhet,rule of law,法治,NOUN
suveränitet,sovereignty,主权,NOUN
befogenhet,authority,职权,NOUN
medborgarrätt,citizenship right,公民权,NOUN
åsiktsfrihet,freedom of opinion,意见自由,NOUN
demonstrationsfrihet,freedom of assembly,集会自由,NOUN
tryckfrihet,freedom of the press,出版自由,NOUN
sekretess,secrecy,保密,NOUN
personlig integritet,privacy,个人隐私,NOUN
livsåskådning,philosophy of life,人生观,NOUN
trosuppfattning,belief,信仰,NOUN
övertygelse,conviction,信念,NOUN
sammanslutning,federation,联合,NOUN
överläggning,deliberation,商议,NOUN
ramverk,framework,框架,NOUN
oreda,disorder,混乱,NOUN
fundament,foundation,根基,NOUN
landvinning,achievement,成就,NOUN
bedrift,achievement,业绩,NOUN
ändamål,purpose,目的,NOUN
kvantitet,quantity,数量,NOUN
särdrag,trait,特征,NOUN
känsloliv,emotional life,情感生活,NOUN
infallsvinkel,angle of approach,切入点,NOUN
förhållningssätt,attitude,态度,NOUN
ståndpunkt,standpoint,立场,NOUN
hypotes,hypothesis,假设,NOUN
motargument,counterargument,反论,NOUN
egendom,property,财产,NOUN
inverkan,influence,影响,NOUN
sammanträffande,coincidence,巧合,NOUN
yttrande,statement,言论,NOUN
framställning,portrayal,陈述,NOUN
redogörelse,account,报告,NOUN
kartläggning,mapping,梳理,NOUN
samtycke,consent,同意,NOUN
förfarande,procedure,程序,NOUN
tillvägagångssätt,approach,做法,NOUN
språkbruk,language use,语言使用,NOUN
klang,sound,音,NOUN
åhörare,listener,听众,NOUN
korrespondent,correspondent,通讯员,NOUN
essä,essay,散文,NOUN
tillrättavisning,reprimand,训斥,NOUN
tilltal,address,称呼,NOUN
erinra,remind,提醒,VERB
etappmål,milestone,里程碑,NOUN
etappvis,phased,分阶段地,ADV
medarbetare,coworker,同事,NOUN
alkoholfri,alcohol-free,无酒精的,ADJ
avgång,resignation,离职,NOUN
behärskad,composed,沉着冷静的,ADJ
besinning,composure,冷静,NOUN
bluffaktura,fake invoice,假发票,NOUN
dejt,date (romantic),约会,NOUN
dyslexi,dyslexia,阅读障碍,NOUN
föräldraledighet,parental leave,育儿假,NOUN
fortbildning,further training,进修,NOUN
härefter,hereafter,此后,ADV
hovrätt,court of appeal,上诉法院,NOUN
immunförsvar,immune system,免疫系统,NOUN
insändare,letter to the editor,读者来信,NOUN
köpkraft,purchasing power,购买力,NOUN
kvotering,quota system,配额制,NOUN
lagstifta,legislate,立法,VERB
människohandel,human trafficking,人口贩卖,NOUN
mutera,mutate,变异,VERB
nätverkande,networking,人脉拓展,NOUN
oärlighet,dishonesty,不诚实,NOUN
okunskap,ignorance,无知,NOUN
panikattack,panic attack,惊恐发作,NOUN
personuppgift,personal data,个人数据,NOUN
prisökning,price increase,涨价,NOUN
regeringsbildning,government formation,组阁,NOUN
robotisering,robotisation,机器人化,NOUN
samboende,cohabitation,同居,NOUN
självständighet,independence,自立,NOUN
smittspårning,contact tracing,密接追踪,NOUN
stigma,stigma,污名,NOUN
tankspridd,absent-minded,心不在焉的,ADJ
undersköterska,nursing assistant,护理助理,NOUN
utfrysning,ostracism,排挤孤立,NOUN
utskrivning,hospital discharge,出院,NOUN
vårdcentral,health centre,社区诊所,NOUN
visshet,certainty,确信,NOUN
vikariat,temporary position,临时职位,NOUN
återlämna,hand back,归还,VERB
axla,bear responsibility,承担责任,VERB
chocka,shock,使震惊,VERB
effektivisera,make more efficient,提高效率,VERB
förkylning,common cold,感冒,NOUN
fridfull,peaceful,宁静的,ADJ
influensa,influenza,流感,NOUN
jämställd,gender-equal,性别平等的,ADJ
komplicera,complicate,使复杂化,VERB
lobba,lobby,游说,VERB
meningsfull,meaningful,有意义的,ADJ
nedsättande,derogatory,贬低的,ADJ
olyckligtvis,unfortunately,不幸地,ADV
oönskad,unwanted,不需要的,ADJ
otvivelaktig,indisputable,无可置疑的,ADJ
problematisera,problematise,使成为问题,VERB
skriftlig,written,书面的,ADJ
tidskrävande,time-consuming,耗时的,ADJ
uppge,state (a fact),声称,VERB
uteslutande,exclusively,仅仅,ADV
världsarv,world heritage,世界遗产,NOUN
vartannat,every other,每隔一个,NUM
belopp,amount of money,金额,NOUN
genomgående,throughout,普遍,ADV
ironisk,ironic,讽刺的,ADJ
märkvärdig,remarkable,值得注意的,ADJ
omedveten,unaware,未意识到的,ADJ
regera,rule,执政,VERB
tolkare,interpreter,口译员,NOUN
utförande,execution of a task,执行,NOUN
utförsel,export (goods),出口,NOUN
veka,fold,折叠,VERB
bestämt,definitely,肯定地,ADV
efterforskning,investigation,调查工作,NOUN
fördjupning,deepening,深化,NOUN
globalt,globally,在全球范围,ADV
kommunalt,municipally,在市政层面,ADV
lätta,ease up,减轻,VERB
oändligt,endlessly,无尽地,ADV
skärpning,tightening (rules),收紧,NOUN
tillspetsa,escalate a conflict,使矛盾激化,VERB
vidga,widen,拓宽,VERB
andfådd,breathless,气喘吁吁的,ADJ
avverkning,logging,伐木,NOUN
elpris,electricity price,电价,NOUN
fossilt,in fossil form,以化石形式,ADV
häkta,remand in custody,羁押,VERB
klimatavtal,climate agreement,气候协定,NOUN
miljöfarlig,hazardous to the environment,危害环境的,ADJ
myndighetsperson,official,官员,NOUN
nämnd,committee (authority),委员会,NOUN
skräpa,litter,乱扔垃圾,VERB
tillsynsmyndighet,supervisory authority,监管机构,NOUN
användarvänlig,user-friendly,易用的,ADJ
deltidsjobb,part-time job,兼职工作,NOUN
fostra,raise (a child),养育,VERB
gruppdynamik,group dynamics,群体动力,NOUN
permis,leave of absence,休假,NOUN
tillsvidareanställd,permanently employed,长期聘用的,ADJ
visstidsanställd,fixed-term employed,定期聘用的,ADJ
åtkomlig,accessible,可获得的,ADJ
bärga,salvage,抢救,VERB
försonas,reconcile,和解,VERB
häpna,be amazed,目瞪口呆,VERB
legalisera,legalize,使合法化,VERB
nagelfara,scrutinize,仔细审查,VERB
ringakta,hold in contempt,鄙视,VERB
smutsa,dirty,弄脏,VERB
tjuvtitta,peek,偷看,VERB
återkalla,recall,召回收回,VERB
aktad,esteemed,受尊敬的,ADJ
enerverande,exasperating,令人恼火的,ADJ
förnimlig,perceptible,可察觉的,ADJ
klyftig,clever,机敏的,ADJ
omständlig,long-winded,冗长繁琐的,ADJ
sannfärdig,truthful,诚实的,ADJ
stegvis,step-by-step,循序渐进的,ADJ
villrådig,perplexed,不知所措的,ADJ
innerlighet,warmth,真挚温情,NOUN
arbetslöshetsersättning,unemployment benefit,失业补偿金,NOUN
kompetensbrist,skills shortage,人才技能短缺,NOUN
läxhjälp,homework help,作业辅导,NOUN
månadslön,monthly salary,月薪,NOUN
skolfrånvaro,school absence,缺课,NOUN
strejkvakt,picket,罢工纠察员,NOUN
utbrändhet,burnout,精疲力竭职业倦怠,NOUN
välfärdsstat,welfare state,福利国家,NOUN
ansträngningsnivå,level of exertion,努力强度水平,NOUN
betänketid,consideration period,考虑期,NOUN
grumlighet,murkiness,浑浊模糊,NOUN
prestationsångest,performance anxiety,表现焦虑,NOUN
tillbyggnad,extension,加建部分,NOUN
beivra,combat,依法查处,VERB
tillkalla,summon,召唤请来,VERB
ovillkorligen,unconditionally,无条件地,ADV
tillsvidare,until further notice,长期无限期地,ADV
argsint,hot-tempered,易怒的,ADJ
försliten,worn out,磨损的,ADJ
kostsam,costly,代价高昂的,ADJ
ryktbar,renowned,有名的,ADJ
bibehålla,maintain,保持维持,VERB
förslösa,squander,挥霍浪费,VERB
rotfästa,take root,使根深蒂固,VERB
filtrering,filtering,过滤,NOUN
nötning,abrasion,磨蚀,NOUN
upprätthållande,maintenance,维护维持,NOUN
förfoga,be empowered to dispose,有权处置,VERB
oöverträffad,unequaled,无与伦比的,ADJ
därvid,thereby,在此方面,ADV
inbegripet,included,包括在内,ADV
oturligtvis,unluckily,不走运的是,ADV
varvid,whereupon,随即因之,ADV
varjämte,and moreover,而且,SCONJ
deponi,landfill,填埋场,NOUN
elbrist,electricity shortage,电力短缺,NOUN
energiläckage,energy leakage,能源泄漏损耗,NOUN
fjärrkyla,district cooling,区域供冷,NOUN
handelsbalans,trade balance,贸易平衡,NOUN
intagen,admitted,已入院,ADJ
klimatmål,climate target,气候目标,NOUN
kraftbalans,power balance,电力平衡,NOUN
kriminalvårdare,correctional officer,狱警惩戒官,NOUN
lagman,chief district judge,地方法院院长,NOUN
livstidsstraff,life sentence,终身监禁,NOUN
medieforskare,media researcher,媒体研究员,NOUN
notarietjänst,notary training service,见习法官服务,NOUN
patientflöde,patient flow,患者流转,NOUN
preskription,statute of limitation,追诉时效,NOUN
publicistisk,publishing-related,新闻出版业的,ADJ
recidiv,recidivism,累犯再犯,NOUN
räntesänkning,interest rate cut,降息,NOUN
skuldsanering,debt restructuring,债务重组,NOUN
straffpåföljd,penal consequence,刑罚处置,NOUN
transformatorstation,transformer station,变电站,NOUN
varuflöde,goods flow,货物流通,NOUN
vårdtid,care time,治疗时长,NOUN
överföringskapacitet,transfer capacity,输送能力,NOUN
eftersätta,neglect,疏忽怠慢,VERB
omplacera,redeploy,重新调配岗位,VERB
belastning,burden,负担负荷,NOUN
ifrågasättande,questioning,质疑,NOUN
tunnelblick,tunnel vision,视野狭隘局限,NOUN
förgörande,devastating,毁灭性的,ADJ
lågmäld,low-key,低调温和的,ADJ
proportionerlig,proportionate,成比例的,ADJ
spislig,meager,微薄勉强够用的,ADJ
handgripligen,overtly,直截了当地,ADV
särdeles,especially,尤其特别地,ADV
borgenär,creditor,债权人,NOUN
skatteparadis,tax haven,避税天堂,NOUN
suppleant,deputy,候补董事副手,NOUN
efterfölja,succeed (someone),继承继任,VERB
dödsbo,deceased estate,死者遗产,NOUN
gravplats,burial plot,墓地,NOUN
forntida,ancient,远古的,ADJ
smärtgräns,pain threshold,疼痛极限,NOUN
utskottsmöte,committee meeting,委员会会议,NOUN
valspråk,party slogan,竞选口号,NOUN
