English_Lemma,English_Lemma,Chinese_Lemma,POS,CEFR
commiseration,commiseration,同情,NOUN,B2
controllable,controllable,可控制的,ADJ,B2
to shelter,to shelter,庇护,VERB,B2
moving,moving,感人的,ADJ,B2
to radiate,to radiate,辐射,VERB,B2
humanitarian,humanitarian,人道主义的,ADJ,B2
to repeal,to repeal,废除,VERB,B2
reach,reach,范围,NOUN,B2
to anger,to anger,使生气,VERB,B2
conciliatory,conciliatory,调和的,ADJ,B2
generality,generality,普遍性,NOUN,B2
embolism,embolism,栓塞,NOUN,B2
incoherent,incoherent,不连贯的,ADJ,B2
lizard,lizard,蜥蜴,NOUN,B2
propeller,propeller,螺旋桨,NOUN,B2
embryo,embryo,胚胎,NOUN,B2
to crash,to crash,碰撞,VERB,B2
schematic,schematic,概要的,ADJ,B2
express,express,明确的,ADJ,B2
to rough-hew,to rough-hew,粗加工,VERB,B2
infamy,infamy,恶名,NOUN,B2
feminist,feminist,女权主义者,NOUN,B2
desirable,desirable,可取的,ADJ,B2
irritating,irritating,令人恼火的,ADJ,B2
diaphragm,diaphragm,横膈膜,NOUN,B2
failed,failed,失败的,ADJ,B2
squall,squall,骤雨,NOUN,B2
imprint,imprint,印记,NOUN,B2
stopover,stopover,中途停留,NOUN,B2
irregularity,irregularity,不规则,NOUN,B2
homily,homily,布道,NOUN,B2
looting,looting,掠夺,NOUN,B2
deceased,deceased,已故的,ADJ,B2
school,school,学校的,ADJ,B2
to expatriate,to expatriate,使移居国外,VERB,B2
daycare,daycare,托儿所,NOUN,B2
to leaf through,to leaf through,翻阅,VERB,B2
to swell,to swell,使肿胀,VERB,B2
flowery,flowery,华丽的,ADJ,B2
eminent,eminent,杰出的,ADJ,B2
cosmopolitan,cosmopolitan,世界主义的,ADJ,B2
illustrious,illustrious,著名的,ADJ,B2
to indoctrinate,to indoctrinate,灌输,VERB,B2
consecutively,consecutively,连续地,ADV,B2
carpet rug,carpet rug,地毯,NOUN,B2
to border,to border,接壤,VERB,B2
to wear out,to wear out,磨损,VERB,B2
lowest,lowest,最低的,ADJ,B2
rag,rag,破布,NOUN,B2
immovable,immovable,不可移动的,ADJ,B2
to consent,to consent,同意,VERB,B2
impotence,impotence,无力,NOUN,B2
fetish,fetish,恋物,NOUN,B2
nor,nor,也不,CCONJ,B2
to bleat,to bleat,哀叫,VERB,B2
influx,influx,涌入,NOUN,B2
to lighten,to lighten,减轻,VERB,B2
idiosyncrasy,idiosyncrasy,特质,NOUN,B2
to diverge,to diverge,分歧,VERB,B2
educational,educational,教育的,ADJ,B2
endowment,endowment,配备,NOUN,B2
inadmissible,inadmissible,不可接受的,ADJ,B2
divergence,divergence,分歧,NOUN,B2
extremist,extremist,极端主义者,NOUN,B2
floating,floating,漂浮的,ADJ,B2
enviable,enviable,令人羡慕的,ADJ,B2
to numb,to numb,使麻木,VERB,B2
to make proud,to make proud,使自豪,VERB,B2
to uproot,to uproot,根除,VERB,B2
to torment,to torment,折磨,VERB,B2
gastronomy,gastronomy,美食学,NOUN,B2
grotto,grotto,洞穴,NOUN,B2
spinning mill,spinning mill,纺纱厂,NOUN,B2
coat of arms,coat of arms,纹章,NOUN,B2
credulity,credulity,轻信,NOUN,B2
census,census,人口普查,NOUN,B2
disconsolate,disconsolate,悲痛欲绝的,ADJ,B2
self,self,自己,PRON,B2
moratorium,moratorium,暂停,NOUN,B2
insulin,insulin,胰岛素,NOUN,B2
fang,fang,犬齿,NOUN,B2
gaseous,gaseous,气态的,ADJ,B2
unlimited,unlimited,无限的,ADJ,B2
scholarship holder,scholarship holder,奖学金生,NOUN,B2
contestable,contestable,可质疑的,ADJ,B2
carbohydrate,carbohydrate,碳水化合物,NOUN,B2
gymnast,gymnast,体操运动员,NOUN,B2
calamitous,calamitous,灾难性的,ADJ,B2
to distill,to distill,蒸馏,VERB,B2
to spy,to spy,监视,VERB,B2
to idealize,to idealize,理想化,VERB,B2
congenital,congenital,先天的,ADJ,B2
farmstead,farmstead,农庄,NOUN,B2
mistreatment,mistreatment,虐待,NOUN,B2
didactic,didactic,教学的,ADJ,B2
motionless,motionless,静止的,ADJ,B2
insensitive,insensitive,麻木的,ADJ,B2
cashier,cashier,出纳员,NOUN,B2
sorcerer,sorcerer,巫师,NOUN,B2
gangrene,gangrene,坏疽,NOUN,B2
superstitious,superstitious,迷信的,ADJ,B2
cavity,cavity,腔,NOUN,B2
finnish,finnish,芬兰的,ADJ,B2
unharmed,unharmed,未受伤的,ADJ,B2
to sadden,to sadden,使悲伤,VERB,B2
fellow citizen,fellow citizen,同胞,NOUN,B2
disproportion,disproportion,不成比例,NOUN,B2
junk,junk,破烂货,NOUN,B2
to ironize,to ironize,讽刺,VERB,B2
to swing,to swing,荡秋千,VERB,B2
cognitive,cognitive,认知的,ADJ,B2
heterogeneity,heterogeneity,异质性,NOUN,B2
frozen,frozen,冻僵的,ADJ,B2
consanguinity,consanguinity,血缘,NOUN,B2
to instill,to instill,灌输,VERB,B2
duchess,duchess,公爵夫人,NOUN,B2
condescension,condescension,屈尊,NOUN,B2
blessed,blessed,受祝福的,ADJ,B2
circumspect,circumspect,谨慎的,ADJ,B2
incorrect,incorrect,不正确的,ADJ,B2
to camouflage,to camouflage,伪装,VERB,B2
magistrate,magistrate,法官,NOUN,B2
to narrow,to narrow,使变窄,VERB,B2
hundred,hundred,一百,NOUN,B2
to stammer,to stammer,结巴,VERB,B2
comic strip,comic strip,连环画,NOUN,B2
coproduction,coproduction,联合制作,NOUN,B2
gardening,gardening,园艺,NOUN,B2
show,show,表演,NOUN,B2
on top,on top,在上面,ADV,B2
doubtful,doubtful,可疑的,ADJ,B2
clemency,clemency,仁慈,NOUN,B2
apostate,apostate,叛教者,NOUN,B2
to desert,to desert,擅离职守,VERB,B2
jewelry store,jewelry store,珠宝店,NOUN,B2
cistern,cistern,蓄水池,NOUN,B2
to parade,to parade,游行,VERB,B2
gruff,gruff,阴沉的,ADJ,B2
hypertrophy,hypertrophy,肥大,NOUN,B2
novelty,novelty,新奇事物,NOUN,B2
to overstep,to overstep,越权,VERB,B2
instantaneous,instantaneous,瞬间的,ADJ,B2
to sponsor,to sponsor,赞助,VERB,B2
disagreeing,disagreeing,不同意的,ADJ,B2
manufacture,manufacture,制造,NOUN,B2
to delight,to delight,使高兴,VERB,B2
inhibition,inhibition,抑制,NOUN,B2
cardboard,cardboard,硬纸板,NOUN,B2
diabolical,diabolical,恶魔般的,ADJ,B2
guild,guild,行会,NOUN,B2
to group,to group,分组,VERB,B2
depravity,depravity,堕落,NOUN,B2
incidence,incidence,发生率,NOUN,B2
stabilization,stabilization,稳定化,NOUN,B2
cardinal,cardinal,枢机主教,NOUN,B2
hydrocarbon,hydrocarbon,碳氢化合物,NOUN,B2
drool,drool,口水,NOUN,B2
circumlocution,circumlocution,迂回说法,NOUN,B2
puff,puff,一口烟,NOUN,B2
gerontocracy,gerontocracy,老人政治,NOUN,B2
fascism,fascism,法西斯主义,NOUN,B2
to strike down,to strike down,击倒,VERB,B2
hedonism,hedonism,享乐主义,NOUN,B2
to plug in,to plug in,插入,VERB,B2
languor,languor,倦怠,NOUN,B2
to sketch,to sketch,勾勒,VERB,B2
indiscretion,indiscretion,轻率,NOUN,B2
to access,to access,进入,VERB,B2
to oust,to oust,推翻,VERB,B2
him her,him her,他/她,PRON,B2
reticent,reticent,沉默寡言的,ADJ,B2
offspring,offspring,幼崽,NOUN,B2
lapse,lapse,疏忽,NOUN,B2
holocaust,holocaust,浩劫,NOUN,B2
immodesty,immodesty,不贞,NOUN,B2
to insinuate,to insinuate,暗示,VERB,B2
canonical,canonical,规范的,ADJ,B2
frugality,frugality,节俭,NOUN,B2
marine,marine,海洋的,ADJ,B2
formulation,formulation,配方,NOUN,B2
ellipsis,ellipsis,省略,NOUN,B2
to skin,to skin,剥皮,VERB,B2
to gray,to gray,变白,VERB,B2
gravid,gravid,怀孕的,ADJ,B2
intolerant,intolerant,不容忍的,ADJ,B2
stampede,stampede,溃逃,NOUN,B2
exculpation,exculpation,开脱,NOUN,B2
copious,copious,丰富的,ADJ,B2
to meddle,to meddle,干涉,VERB,B2
hooligan,hooligan,流氓,NOUN,B2
colossal,colossal,巨大的,ADJ,B2
to plunder,to plunder,掠夺,VERB,B2
to mutiny,to mutiny,煽动叛乱,VERB,B2
conic,conic,圆锥曲线,NOUN,B2
centipede,centipede,蜈蚣,NOUN,B2
falconry,falconry,猎鹰术,NOUN,B2
babble,babble,结巴,NOUN,B2
informative,informative,提供信息的,ADJ,B2
unbridled,unbridled,肆无忌惮的,ADJ,B2
wharf,wharf,码头,NOUN,B2
inflection,inflection,词尾,NOUN,B2
to idolize,to idolize,崇拜,VERB,B2
flaccid,flaccid,松弛的,ADJ,B2
revelry,revelry,狂欢,NOUN,B2
generatrix,generatrix,母线,NOUN,B2
shameless person,shameless person,厚颜无耻的人,NOUN,B2
set of ideals,set of ideals,思想体系,NOUN,B2
collusion,collusion,串通,NOUN,B2
involuntary,involuntary,无意识的,ADJ,B2
slender,slender,纤细的,ADJ,B2
emulation,emulation,模仿,NOUN,B2
illogical,illogical,不合逻辑的,ADJ,B2
varnish,varnish,清漆,NOUN,B2
suicidal,suicidal,自杀的,ADJ,B2
doctrinaire,doctrinaire,教条主义的,ADJ,B2
to harmonize,to harmonize,使和谐,VERB,B2
to skein,to skein,绕成线团,VERB,B2
to skewer,to skewer,串起,VERB,B2
fanatic,fanatic,狂热的,ADJ,B2
fruit tree,fruit tree,果树的,ADJ,B2
to guillotine,to guillotine,斩首,VERB,B2
to thrill,to thrill,使兴奋,VERB,B2
insinuation,insinuation,暗示,NOUN,B2
cove,cove,小海湾,NOUN,B2
to go deep into,to go deep into,深入,VERB,B2
contiguous,contiguous,相邻的,ADJ,B2
celerity,celerity,迅速,NOUN,B2
empirically,empirically,凭经验地,ADV,B2
slenderness,slenderness,纤细,NOUN,B2
to spirit away,to spirit away,变走,VERB,B2
inclement,inclement,严酷的,ADJ,B2
to release from prison,to release from prison,释放,VERB,B2
galician,galician,加利西亚的,ADJ,B2
horoscope,horoscope,星座运势,NOUN,B2
squid,squid,鱿鱼,NOUN,B2
epithet,epithet,绰号,NOUN,B2
furtive,furtive,鬼鬼祟祟的,ADJ,B2
to be unaware,to be unaware,不知道,VERB,B2
condemned,condemned,被定罪的,ADJ,B2
to apostatize,to apostatize,叛教,VERB,B2
charitable,charitable,慈善的,ADJ,B2
sparrowhawk,sparrowhawk,雀鹰,NOUN,B2
countercurrent,countercurrent,逆流,NOUN,B2
confidant,confidant,知己,NOUN,B2
fortune teller,fortune teller,占卜者,NOUN,B2
deteriorated,deteriorated,恶化的,ADJ,B2
tickle,tickle,发痒,NOUN,B2
scythe,scythe,镰刀,NOUN,B2
spatula,spatula,刮刀,NOUN,B2
governability,governability,可治理性,NOUN,B2
to humanize,to humanize,使人性化,VERB,B2
idiot,idiot,傻瓜,ADJ,B2
to turn off extinguish,to turn off extinguish,关闭/熄灭,VERB,B2
musk,musk,麝香,NOUN,B2
to espy,to espy,窥探,VERB,B2
justness,justness,公正,NOUN,B2
narrowing,narrowing,变窄,NOUN,B2
quotable,quotable,可估价的,ADJ,B2
scandinavian,scandinavian,斯堪的纳维亚的,ADJ,B2
hide-and-seek,hide-and-seek,捉迷藏,NOUN,B2
disorganization,disorganization,无组织,NOUN,B2
herbaceous,herbaceous,草本的,ADJ,B2
incongruity,incongruity,不协调,NOUN,B2
leafy,leafy,枝叶茂密的,ADJ,B2
wild beast,wild beast,猛兽,NOUN,B2
grotesque,grotesque,怪诞的,ADJ,B2
disloyalty,disloyalty,不忠,NOUN,B2
to vent,to vent,倾诉,VERB,B2
confinement,confinement,禁闭,NOUN,B2
pharisee,pharisee,法利赛人,NOUN,B2
gatekeeper,gatekeeper,道口看守员,NOUN,B2
disheveled,disheveled,蓬乱的,ADJ,B2
inflamed,inflamed,激烈的,ADJ,B2
widening,widening,加宽,NOUN,B2
disenchantment,disenchantment,幻灭,NOUN,B2
equestrian,equestrian,马术的,ADJ,B2
long-distance runner,long-distance runner,长跑运动员,NOUN,B2
excavator,excavator,挖掘机,NOUN,B2
winding,winding,蜿蜒的,ADJ,B2
delirious,delirious,谵妄的,ADJ,B2
to splint,to splint,用夹板固定,VERB,B2
to put on track,to put on track,使走上正轨,VERB,B2
epitaph,epitaph,墓志铭,NOUN,B2
untidiness,untidiness,凌乱,NOUN,B2
cattle rancher,cattle rancher,牧场主,NOUN,B2
to handcuff,to handcuff,给…戴手铐,VERB,B2
every other sunday,every other sunday,每隔一周的星期日,NOUN,B2
to guess right,to guess right,猜中,VERB,B2
horrified,horrified,惊骇的,ADJ,B2
brute,brute,粗野的,ADJ,B2
conformist,conformist,墨守成规者,NOUN,B2
to fail to fulfill,to fail to fulfill,未履行,VERB,B2
egalitarian,egalitarian,平等主义的,ADJ,B2
tackling,tackling,马具,NOUN,B2
duet,duet,二重奏,NOUN,B2
concordat,concordat,政教协定,NOUN,B2
hygienic,hygienic,卫生的,ADJ,B2
compendium,compendium,纲要,NOUN,B2
expeditious,expeditious,迅速的,ADJ,B2
countenance,countenance,面容,NOUN,B2
to go numb,to go numb,麻木,VERB,B2
gamete,gamete,配子,NOUN,B2
devourer,devourer,吞噬者,NOUN,B2
out of place,out of place,格格不入的,ADJ,B2
exalted,exalted,狂热的,ADJ,B2
discredit,discredit,丧失信誉,NOUN,B2
alien,alien,外星人的,ADJ,B2
reclamation,reclamation,收复,NOUN,B2
disadvantageous,disadvantageous,不利的,ADJ,B2
flat-nosed,flat-nosed,扁鼻子的,ADJ,B2
home-loving,home-loving,顾家的,ADJ,B2
to powder,to powder,撒粉,VERB,B2
concordance,concordance,一致,NOUN,B2
to unbutton,to unbutton,解开纽扣,VERB,B2
disquisition,disquisition,论述,NOUN,B2
fractional,fractional,分数的,ADJ,B2
to lead astray,to lead astray,使入歧途,VERB,B2
to crowd together,to crowd together,挤在一起,VERB,B2
foliage,foliage,枝叶,NOUN,B2
curator,curator,策展人,NOUN,B2
seaplane,seaplane,水上飞机,NOUN,B2
excitability,excitability,兴奋性,NOUN,B2
to ascend to promote,to ascend to promote,上升 / 晋升,VERB,B2
indistinct,indistinct,模糊的,ADJ,B2
land register,land register,地籍,NOUN,B2
grandiloquent,grandiloquent,夸张的,ADJ,B2
ferret,ferret,雪貂,NOUN,B2
chinese language,chinese language,华文,NOUN,B2
existing,existing,现有的,ADJ,B2
tenth,tenth,第十,ADJ,B2
asian,asian,亚洲的,ADJ,B2
elsewhere,elsewhere,别处,ADV,B2
western,western,西方的,ADJ,B2
simultaneously,simultaneously,同时地,ADV,B2
police officer,police officer,警察,NOUN,B2
intensive,intensive,强化的,ADJ,B2
october,october,十月,NOUN,B2
democrat,democrat,民主主义者,NOUN,B2
january,january,一月,NOUN,B2
to sharpen,to sharpen,磨快,VERB,B2
to light,to light,照亮,VERB,B2
southern,southern,南方的,ADJ,B2
barrel,barrel,桶,NOUN,B2
to unload,to unload,卸货,VERB,B2
alternative,alternative,替代的,ADJ,B2
metropolis,metropolis,大都市,NOUN,B2
shooter,shooter,射手,NOUN,B2
eighth,eighth,第八,ADJ,B2
frightening,frightening,令人恐惧的,ADJ,B2
conceivable,conceivable,可设想的,ADJ,B2
villainy,villainy,邪恶,NOUN,B2
delighted,delighted,高兴的,ADJ,B2
recognizable,recognizable,可辨认的,ADJ,B2
to camp,to camp,露营,VERB,B2
artillery,artillery,炮兵,NOUN,B2
metaphorical,metaphorical,隐喻的,ADJ,B2
alcoholic,alcoholic,酒精的,ADJ,B2
technically,technically,技术上地,ADV,B2
reunification,reunification,重新统一,NOUN,B2
to perfect,to perfect,精修,VERB,B2
to position,to position,定位 / 安置,VERB,B2
pornography,pornography,色情,NOUN,B2
turkey,turkey,火鸡,NOUN,B2
to load charge,to load charge,装载,VERB,B2
to program,to program,编程,VERB,B2
brutality,brutality,残暴,NOUN,B2
swedish,swedish,瑞典语,NOUN,B2
mobility,mobility,流动性,NOUN,B2
literal,literal,字面的,ADJ,B2
mythical,mythical,神话般的,ADJ,B2
paternal,paternal,父亲的,ADJ,B2
canadian,canadian,加拿大的,ADJ,B2
superiority,superiority,优越性/优势,NOUN,B2
heavily,heavily,沉重地,ADV,B2
minimal,minimal,微小的,ADJ,B2
olympic,olympic,奥林匹克的,ADJ,B2
marble,marble,大理石,NOUN,B2
remarkably,remarkably,显著地,ADV,B2
sulfur,sulfur,硫,NOUN,B2
stroller,stroller,婴儿车,NOUN,B2
to skim,to skim,轻触,VERB,B2
to wedge,to wedge,卡住,VERB,B2
regulatory,regulatory,监管的,ADJ,B2
triggering,triggering,触发,NOUN,B2
partially,partially,部分地,ADV,B2
implicitly,implicitly,含蓄地,ADV,B2
intentionally,intentionally,故意地,ADV,B2
corporal,corporal,下士,NOUN,B2
therapist,therapist,治疗师,NOUN,B2
to privatize,to privatize,私有化,VERB,B2
turkish,turkish,土耳其的,ADJ,B2
located,located,位于,ADJ,B2
warmly,warmly,热情地,ADV,B2
scientifically,scientifically,科学地,ADV,B2
self-employed person,self-employed person,个体经营者,NOUN,B2
administrator,administrator,管理员,NOUN,B2
to neutralize,to neutralize,中和,VERB,B2
categorical,categorical,绝对的,ADJ,B2
catholic,catholic,天主教的,ADJ,B2
decorative,decorative,装饰性的,ADJ,B2
mitten,mitten,连指手套,NOUN,B2
rehabilitation,rehabilitation,康复,NOUN,B2
infantry,infantry,步兵,NOUN,B2
to trace,to trace,描绘；标出,VERB,B2
meteorological,meteorological,气象的,ADJ,B2
effectively,effectively,有效地,ADV,B2
wisely,wisely,明智地,ADV,B2
massively,massively,大量地,ADV,B2
to move touch,to move touch,使感动,VERB,B2
to prioritize,to prioritize,优先考虑,VERB,B2
gifted,gifted,有天赋的,ADJ,B2
water heater,water heater,热水器,NOUN,B2
overview,overview,概览,NOUN,B2
boxer,boxer,拳击手,NOUN,B2
pedantry,pedantry,迂腐,NOUN,B2
socialization,socialization,社会化,NOUN,B2
that one,that one,那个,PRON,B2
muscle ache,muscle ache,肌肉酸痛,NOUN,B2
belgian,belgian,比利时的,ADJ,B2
polish,polish,波兰的,ADJ,B2
symbolic,symbolic,象征的,ADJ,B2
to arm,to arm,武装,VERB,B2
lyrical,lyrical,抒情的,ADJ,B2
picturesque,picturesque,如画的；别致的,ADJ,B2
their,their,他们的,DET,B2
to wring,to wring,拧干,VERB,B2
to back up,to back up,后退,VERB,B2
revolt,revolt,叛乱,NOUN,B2
metric,metric,公制的,ADJ,B2
ashtray,ashtray,烟灰缸,NOUN,B2
politically,politically,在政治上,ADV,B2
cyclist,cyclist,骑自行车的人,NOUN,B2
competitive,competitive,竞争的,ADJ,B2
indoctrination,indoctrination,灌输,NOUN,B2
adjustment,adjustment,调节,NOUN,B2
tax authorities,tax authorities,税务机关,NOUN,B2
press release,press release,公报,NOUN,B2
concerned,concerned,担忧的,ADJ,B2
to experiment,to experiment,实验,VERB,B2
to title,to title,命名,VERB,B2
mosquito net,mosquito net,蚊帐,NOUN,B2
break-in,break-in,非法侵入,NOUN,B2
campsite,campsite,露营地,NOUN,B2
by chance,by chance,偶然地,ADV,B2
listener,listener,听众,NOUN,B2
mechanical,mechanical,机械的,ADJ,B2
hanging,hanging,绞刑,NOUN,B2
dying,dying,垂死的,ADJ,B2
entropy,entropy,熵,NOUN,B2
prestigious,prestigious,有声望的,ADJ,B2
to benefit,to benefit,受益,VERB,B2
to lower,to lower,降低,VERB,B2
physically,physically,身体上地,ADV,B2
generously,generously,慷慨地,ADV,B2
political party,political party,政党,NOUN,B2
presumably,presumably,据推测,ADV,B2
rodent,rodent,啮齿动物,NOUN,B2
universal,universal,普遍的,ADJ,B2
precision,precision,精确,NOUN,B2
english-speaking,english-speaking,讲英语的,ADJ,B2
seated,seated,坐着的,ADJ,B2
about,about,大约,ADV,B2
to appear to seem,to appear to seem,出现/显得,VERB,B2
thematic,thematic,主题的,ADJ,B2
prophet,prophet,先知,NOUN,B2
childbirth,childbirth,分娩,NOUN,B2
counterargument,counterargument,反论点,NOUN,B2
premeditation,premeditation,预谋,NOUN,B2
profitability,profitability,盈利能力,NOUN,B2
stripe,stripe,条纹,NOUN,B2
theological,theological,神学的,ADJ,B2
parliamentary,parliamentary,议会的/议员,ADJ,B2
hold,hold,控制,NOUN,B2
broadcaster,broadcaster,广播公司,NOUN,B2
uniform,uniform,制服,NOUN,B2
theatrical,theatrical,戏剧的,ADJ,B2
to build up,to build up,构建,VERB,B2
instructive,instructive,有教育意义的,ADJ,B2
baton,baton,警棍,NOUN,B2
fussy,fussy,挑剔的,ADJ,B2
to post,to post,张贴,VERB,B2
advent,advent,到来,NOUN,B2
to result,to result,产生,VERB,B2
town hall,town hall,市政厅,NOUN,B2
lay,lay,叙事短诗,NOUN,B2
wording,wording,措辞,NOUN,B2
hood,hood,兜帽,NOUN,B2
admirer,admirer,仰慕者,NOUN,B2
to indict,to indict,控告,VERB,B2
minority,minority,少数派的,ADJ,B2
tv,tv,电视,NOUN,B2
to relaunch,to relaunch,重启,VERB,B2
to draw up,to draw up,起草,VERB,B2
distributor,distributor,分销商,NOUN,B2
to strip,to strip,裸露,VERB,B2
to project,to project,投射,VERB,B2
industrialization,industrialization,工业化,NOUN,B2
subconscious,subconscious,潜意识,NOUN,B2
to have at one's disposal,to have at one's disposal,拥有/处置,VERB,B2
general practitioner,general practitioner,全科医生,NOUN,B2
to crash into,to crash into,撞击,VERB,B2
to alert,to alert,警告,VERB,B2
symmetrical,symmetrical,对称的,ADJ,B2
of which,of which,关于哪个,PRON,B2
monstrous,monstrous,怪异的,ADJ,B2
damages,damages,损害赔偿,NOUN,B2
soda,soda,苏打,NOUN,B2
navel,navel,肚脐,NOUN,B2
to put back,to put back,放回,VERB,B2
condom,condom,避孕套,NOUN,B2
relocation,relocation,搬家,NOUN,B2
asphalt,asphalt,沥青,NOUN,B2
sailor,sailor,水手,NOUN,B2
mentally,mentally,精神上地,ADV,B2
decor,decor,布景,NOUN,B2
ribbon,ribbon,丝带,NOUN,B2
narrow-minded,narrow-minded,狭隘的,ADJ,B2
draftsman,draftsman,绘图员,NOUN,B2
cylindrical,cylindrical,圆柱形的,ADJ,B2
specifically,specifically,具体地,ADV,B2
pajamas,pajamas,睡衣,NOUN,B2
weakening,weakening,减弱,NOUN,B2
x-ray,x-ray,X光片,NOUN,B2
wig,wig,假发,NOUN,B2
torso,torso,躯干,NOUN,B2
tablet,tablet,平板电脑,NOUN,B2
considerably,considerably,相当地,ADV,B2
to lengthen,to lengthen,延长,VERB,B2
sexually,sexually,在性方面,ADV,B2
to move house,to move house,搬家,VERB,B2
carefully,carefully,仔细地,ADV,B2
to minimize,to minimize,最小化,VERB,B2
to recreate,to recreate,重建,VERB,B2
to infuse,to infuse,泡制,VERB,B2
to snow,to snow,下雪,VERB,B2
psychopath,psychopath,精神变态者,NOUN,B2
masonry,masonry,砌体,NOUN,B2
trapdoor,trapdoor,活板门,NOUN,B2
not subject to limitation,not subject to limitation,不受时效限制的,ADJ,B2
separately,separately,分开地，单独地,ADV,B2
tv movie,tv movie,电视电影,NOUN,B2
to prosper,to prosper,繁荣,VERB,B2
paper clip,paper clip,回形针,NOUN,B2
granny,granny,奶奶,NOUN,B2
overdraft,overdraft,透支,NOUN,B2
neonatal,neonatal,新生儿的,ADJ,B2
bicameral,bicameral,两院制的,ADJ,B2
to break into,to break into,撬开,VERB,B2
to gratinate,to gratinate,烤成焦皮,VERB,B2
preferable,preferable,更可取的,ADJ,B2
speculator,speculator,投机者,NOUN,B2
braggadocio,braggadocio,吹牛,NOUN,B2
facies,facies,面貌,NOUN,B2
gently,gently,轻轻地,ADV,B2
mascot,mascot,吉祥物,NOUN,B2
philippic,philippic,猛烈的抨击,NOUN,B2
deeply moving,deeply moving,令人感动的,ADJ,B2
to meditate,to meditate,沉思,VERB,B2
painstakingly,painstakingly,细致地,ADV,B2
to purge,to purge,清除,VERB,B2
catachresis,catachresis,词语误用,NOUN,B2
renunciation,renunciation,放弃,NOUN,B2
iatrogenic,iatrogenic,医源性的,ADJ,B2
vaccine-related,vaccine-related,疫苗的,ADJ,B2
punctually occasionally,punctually occasionally,准时地 / 偶尔地,ADV,B2
to slaughter shoot down,to slaughter shoot down,屠宰/击落,VERB,B2
prophylaxis,prophylaxis,预防,NOUN,B2
resumption,resumption,恢复,NOUN,B2
anaphora,anaphora,首语重复修辞,NOUN,B2
aphasia,aphasia,失语症,NOUN,B2
delicately,delicately,巧妙地,ADV,B2
taxable,taxable,应纳税的,ADJ,B2
to start again,to start again,重新开始,VERB,B2
remote work,remote work,远程办公,NOUN,B2
feature film,feature film,故事片,NOUN,B2
except for,except for,除了,ADP,B2
relentlessness,relentlessness,不懈 / 猛烈,NOUN,B2
personalized,personalized,个性化的,ADJ,B2
pantheon,pantheon,先贤祠,NOUN,B2
meticulously,meticulously,一丝不苟地,ADV,B2
supporting document,supporting document,证明文件,NOUN,B2
landmark reference point,landmark reference point,标记 / 参考点,NOUN,B2
trusting,trusting,信任的,ADJ,B2
locality,locality,地点,NOUN,B2
decontamination,decontamination,去污,NOUN,B2
hemp,hemp,大麻,NOUN,B2
know-how,know-how,诀窍,NOUN,B2
closing argument,closing argument,辩护词,NOUN,B2
split secession,split secession,分裂,NOUN,B2
hesitant,hesitant,犹豫的,ADJ,B2
contaminated,contaminated,受污染的,ADJ,B2
to buy back,to buy back,赎回,VERB,B2
balm,balm,香脂,NOUN,B2
to renounce to disown,to renounce to disown,否认 / 抛弃,VERB,B2
respite,respite,喘息,NOUN,B2
slowdown,slowdown,减速,NOUN,B2
lucidity,lucidity,清醒 / 明晰,NOUN,B2
syllable,syllable,音节,NOUN,B2
sanitation,sanitation,卫生,NOUN,B2
outcome ending,outcome ending,结局，解决,NOUN,B2
to plane,to plane,刨,VERB,B2
touchy,touchy,易怒的,ADJ,B2
theologian,theologian,神学家,NOUN,B2
public holiday,public holiday,公共假日,ADJ,B2
historically,historically,历史上,ADV,B2
screenwriter,screenwriter,编剧,NOUN,B2
quiddity,quiddity,本质,NOUN,B2
tenor,tenor,男高音,NOUN,B2
precarization,precarization,不稳定化,NOUN,B2
to recharge,to recharge,充电,VERB,B2
factoring,factoring,保理,NOUN,B2
grumbler,grumbler,爱抱怨的人,NOUN,B2
tax exemption,tax exemption,免税,NOUN,B2
to reopen,to reopen,重新开放,VERB,B2
bailiff,bailiff,法警,NOUN,B2
fit,fit,适合的,ADJ,B2
to chain to link together,to chain to link together,用链条锁住；连贯,VERB,B2
peritoneum,peritoneum,腹膜,NOUN,B2
e-reader,e-reader,电子阅读器,NOUN,B2
deleveraging,deleveraging,去杠杆化,NOUN,B2
damaging,damaging,有害的,ADJ,B2
to rally,to rally,团结,VERB,B2
ataxia,ataxia,共济失调,NOUN,B2
larva,larva,幼虫,NOUN,B2
lymphatic,lymphatic,淋巴的,ADJ,B2
perceptibly,perceptibly,明显地,ADV,B2
independently,independently,独立地,ADV,B2
obtaining,obtaining,获得,NOUN,B2
rain shower,rain shower,阵雨,NOUN,B2
financing funding,financing funding,融资,NOUN,B2
to make heavier,to make heavier,加重,VERB,B2
to generate engender,to generate engender,产生,VERB,B2
psychoanalysis,psychoanalysis,精神分析,NOUN,B2
formally,formally,正式地,ADV,B2
to hail inspect,to hail inspect,盘查,VERB,B2
to worry to preoccupy,to worry to preoccupy,使担心,VERB,B2
balance sheet,balance sheet,资产负债表,NOUN,B2
implacably,implacably,毫不留情地,ADV,B2
attractiveness,attractiveness,吸引力,NOUN,B2
roadway,roadway,路面,NOUN,B2
annexation,annexation,吞并,NOUN,B2
antisemitism,antisemitism,反犹太主义,NOUN,B2
choreographer,choreographer,编舞者,NOUN,B2
prosecution service,prosecution service,检察院,NOUN,B2
