Dutch_Lemma,English_Lemma,Chinese_Lemma,POS,CEFR
aflossen,pay off,还清,VERB,B1
hulde brengen,pay tribute,致敬,VERB,B2
een auto ophalen,pick up a car,提车,VERB,A2
bomen planten,plant trees,植树,VERB,A2
uitstellen,postpone to carry over,顺延,VERB,B1
zwaardvechten oefenen,practice sword,练剑,VERB,B2
prikken,prick,刺,VERB,A2
geld inzamelen,raise funds,募捐,VERB,B1
zaailingen kweken,raise seedlings,育苗,VERB,B2
voordragen,recommend for admission,保送,VERB,B2
geluid opnemen,record sound,录音,VERB,A2
strafvermindering krijgen,reduce sentence,减刑,VERB,B2
nadenken over,reflect on,反省,VERB,B1
vrijlaten,release from prison,出狱,VERB,B1
laat me los,release me,放开我,VERB,A2
saneren,remediate,整治,VERB,B2
doubleren,repeat a grade,留级,VERB,B2
rapporteren,report back,汇报,VERB,B1
aangeven,report to authorities,报官,VERB,B1
twijfels wegnemen,resolve doubts,释疑,VERB,B2
zich verweren,respond to a lawsuit,应诉,VERB,Advanced
de studie hervatten,resume studies,复学,VERB,B2
herrijzen,resurrect,复活,VERB,B2
een tegenbezoek brengen,return visit,回访,VERB,B2
draaien om,revolve around,围绕,VERB,B1
zaad winnen,save seeds,留种,VERB,B2
afscheiden,secrete,分泌,VERB,B2
vrede zoeken,seek peace,求和,VERB,B1
jou zoeken,seek you,找你,VERB,A2
valuta verkopen,sell foreign exchange,售汇,VERB,B2
terugsturen,send back,寄回,VERB,A2
post versturen,send mail,发信,VERB,A2
een record vestigen,set a record,创纪录,VERB,B1
voortrekken,show favoritism,偏袒,VERB,B2
bezienswaardigheden bekijken,sightsee,观光,VERB,A2
aan een spies rijgen,skewer,串起,VERB,B2
minachten,slight,怠慢,VERB,B2
een zaak oplossen,solve a case,破案,VERB,B1
wezenloos staren,stare blankly,发呆,VERB,B2
statistieken bijhouden,statistics,统计,VERB,B1
trappen op,step on,踩,VERB,A2
inslaan,stock up,囤积,VERB,B1
het bloeden stelpen,stop bleeding,止血,VERB,B2
ten strengste verbieden,strictly prohibit,严禁,VERB,B2
streven naar,strive for,争取,VERB,B1
zich verdiepen in,study deeply,深造,VERB,B2
leren,study to learn,攻读,VERB,A1
zich onderwerpen aan,submit to,顺从,VERB,B2
verlies lijden,suffer losses,亏损,VERB,B1
ondersteunen,support with the hand,扶,VERB,B1
onderzoeken,survey,勘测,VERB,B1
een foto maken,take a photo,拍照,VERB,A1
voor zichzelf zorgen,take care of oneself,自理,VERB,A2
vinden,think opine,认为,VERB,A1
dorsen,thresh,打谷,VERB,B2
vermoeid raken,tire get tired,疲乏,VERB,B1
optellen,total,合计,VERB,A2
van school veranderen,transfer schools,转学,VERB,B1
een wond verzorgen,treat wound,治伤,VERB,B1
verstaan,understand by listening,听懂,VERB,A2
een rolstoel gebruiken,use a wheelchair,坐轮椅,VERB,A2
geweld gebruiken,use force,动武,VERB,B1
gezocht worden,wanted,被通缉,VERB,B1
wassen en strijken,wash and iron,洗熨,VERB,A2
met water wassen,wash with water,水洗,VERB,A2
zeker winnen,win inevitably,必胜,VERB,B1
afluisteren,wiretap,窃听,VERB,B2
willen dat men kon,wish one could,恨不得,VERB,B2
de klacht intrekken,withdraw a lawsuit,撤诉,VERB,B2
deeltijdwerken,work part-time,兼职,VERB,B1
verslechteren,worsen to deteriorate,恶化,VERB,B1
onrecht aandoen,wrong someone,冤枉,VERB,B2
toast,toast,烤面包,NOUN,A2
tofoe,tofu,豆腐,NOUN,A2
te groot,too big,太大,ADJ,A1
te zwaar,too heavy,太重,ADJ,A1
te klein,too small,太小,ADJ,A1
burgemeester,town mayor,镇长,NOUN,B1
gemeente,township,乡镇,NOUN,B1
dorpsweg,township road,乡道,NOUN,B1
traditionele Chinese schilderkunst,traditional chinese painting,国画,NOUN,B2
verkeerslicht,traffic light,红绿灯,NOUN,A2
trainer,trainer,教练,NOUN,A2
trans-abstractie,trans-abstraction,超抽象,NOUN,Advanced
trans-dialectiek,trans-dialectic,超辩证,NOUN,Advanced
trans-er,trans-er,超者,NOUN,Advanced
trans-idealisme,trans-idealism,超唯心主义,NOUN,Advanced
trans-inductie,trans-induction,超归纳,NOUN,Advanced
trans-inferentie,trans-inference,超推论,NOUN,Advanced
verraderlijke minister,treacherous minister,奸臣,NOUN,Advanced
verraderlijkheid,treacherousness,奸诈,NOUN,Advanced
ontstekingsmechanisme,trigger mechanism,触发机制,NOUN,B2
troepenontplooiing,troop dispatch,出兵,NOUN,B2
betrouwbaarheid,trustworthiness,诚信,NOUN,B1
draaitafel,turntable,唱盘,NOUN,B1
tweeëntwintigjarige,twenty-two-year-old,二十二岁者,NOUN,B1
twee dagen,two days,两天,NUM,A1
beide heren,two polite,两位,NUM,A2
twee zoons,two sons,两子,NOUN,A2
ultieme kunst,ultimate art,终极艺术,NOUN,B2
uhm,um,嗯,INTJ,A1
onophoudelijk,unceasing,不断,ADV,B2
blootlegging,uncovering,揭露,NOUN,B2
undercoveragent,undercover agent,卧底,NOUN,B2
landelijk examen,unified examination,统考,NOUN,B1
onopgeloste zaak,unsolved case,悬案,NOUN,B2
onstuitbaar,unstoppable,势不可挡,ADJ,B2
onwinbare stelling,unwinnable,不可胜,NOUN,Advanced
bovendeel,upper part,上部,NOUN,B1
usb-stick,usb flash drive,优盘,NOUN,A2
waardeverandering,value change,价值变动,NOUN,B2
zeer diep,very deep,极深,ADJ,A2
zeer goed,very good,极好,ADJ,A1
zeer,very much,非常,ADV,A1
onderminister,vice-minister,副部长,NOUN,B2
overwinningsbanket,victory banquet,庆功宴,NOUN,B2
virtuele werkelijkheid,virtual reality,虚拟现实,NOUN,B1
zichtbaarheid,visibility,可见度,NOUN,B1
bezoekverbod,visiting ban,探视禁令,NOUN,B2
vitaal punt,vital point,要害,NOUN,B2
spraakopdracht,voice command,语音指令,NOUN,B1
leegte,void,虚空,NOUN,B2
volleybal,volleyball,排球,NOUN,A2
heuptablet,waist token,腰牌,NOUN,Advanced
binnenwachten,wait inside,内候,NOUN,B2
bediende,waiter attendant,服务员,NOUN,A2
wachtruimte,waiting hall,候车厅,NOUN,A2
walnoot,walnut,核桃,NOUN,A2
rondtrekkende monnik,wandering monk,行脚僧,NOUN,Advanced
verlangen naar jou,wanting you,思君,NOUN,B2
oorlogsbeëindiging,war cessation,停战,NOUN,B2
afvalresidu,waste residue,废渣,NOUN,B2
waterdichtheid,watertight,水密,NOUN,B2
huwelijksceremonie,wedding ceremony,婚礼仪式,NOUN,B1
weekblad,weekly,周刊,NOUN,B1
gewichtheffen,weightlifting,举重,NOUN,B1
ontvangstcomité,welcome committee,欢迎委员会,NOUN,B2
goede pasvorm,well-fitting of clothes,合身,NOUN,B2
tijdig,well-timed,及时,ADJ,B1
westwaarts,westward,向西,NOUN,B1
wat voor,what kind,什么样,PRON,A1
te zijner tijd,when the time comes,届时,ADV,B2
mijn verblijfplaats,where i,我处,NOUN,B2
welke zitplaats,which seat,何座,NOUN,A2
wit bloedlichaampje,white blood cell,白细胞,NOUN,B2
wie,who polite,哪位,PRON,A1
waarom zou men,why bother,何苦,ADV,B2
waarom niet,why not,为何不,ADV,A1
wild beest,wild beast,野兽,NOUN,A2
zal zeker,will surely,必定会,AUX,A2
windkracht,wind force,风力,NOUN,A2
windsnelheid,wind speed,风速,NOUN,B1
winderige dag,windy day,大风天,NOUN,A2
winnende biedprijs,winning bid price,中标价,NOUN,B2
wintervakantie,winter vacation,寒假,NOUN,A2
binnen iemands vermogen,within one's power,力所能及,ADJ,B2
getuigenbescherming,witness protection,证人保护,NOUN,B2
wereldrecord,world record,世界纪录,NOUN,A2
zorgverlichting,worry relief,解忧,NOUN,B2
liever dan dat,would rather,宁可,SCONJ,B2
gerechtelijke dwaling,wrongful conviction,冤案,NOUN,B2
cultivatie,xiulian,修炼,NOUN,Advanced
jaar na jaar,year by year,逐年,ADV,B1
hé,yo,哟,PART,A1
jij en ik,you and i,你我,NOUN,A1
buiten jou,you except,除你,NOUN,B1
je liet me schrikken,you scared me,吓我一跳,NOUN,A2
jij neemt,you take,你取,NOUN,A2
jij wilt een zwaard,you want sword,你要剑,NOUN,B1
jonge vrouw,young wife,少妻,NOUN,B1
jongere broer,younger brother,弟弟,NOUN,A1
jouw pijl,your arrow,你箭,NOUN,A2
jouw hoofd,your head,你头,NOUN,A1
uwe hoogheid,your highness,殿下,NOUN,B2
jouw ouders,your parents,你父母,NOUN,A1
jouw foto,your photo,你的照片,NOUN,A1
jouw moeite,your trouble,你的麻烦,NOUN,A2
jouw woord,your word,你的话,NOUN,A1
jouw wond,your wound,你的伤口,NOUN,A2
zenmeester,zen master,禅师,NOUN,B2
zielbevrijding,zhuang hun,壮魂,NOUN,Advanced
zongzi,zongzi,粽子,NOUN,B2
kwellen,distress,使苦恼,VERB,B2
gloren,dawn,破晓,VERB,B2
samenwonen,cohabit,同居,VERB,A2
aanmeren,moor,系泊,VERB,B1
analfabeet,illiterate,文盲的,ADJ,B2
opzichtig,showy,显眼的,ADJ,B2
wortelschieten,take root,生根,VERB,B2
onstuimig,impetuous,冲动的,ADJ,B2
rommel,jumble,混乱,NOUN,B1
gebrul,roar,咆哮,NOUN,B2
geestdriftig,spirited,精神饱满的,ADJ,B2
gier,vulture,秃鹫,NOUN,B2
krakkemikkig,decrepit,破旧的,ADJ,B2
strelen,caress,爱抚,NOUN,B2
horde,horde,大群,NOUN,B2
spetteren,splash,飞溅,VERB,A2
aanvullen,complement,补充,VERB,B1
conclaaf,conclave,秘密会议,NOUN,Advanced
verdiend,deserved,应得的,ADJ,B1
flirt,flirt,调情者,NOUN,B1
het hof maken,court,追求,VERB,B2
enig,any,任何,PRON,A2
afbakenen,delimit,划定界限,VERB,B2
raaskallen,rave,胡言乱语,VERB,B2
uitgemergeld,emaciated,消瘦的,ADJ,Advanced
dement,demented,痴呆的,ADJ,B2
verarmen,impoverish,使贫困,VERB,B2
omverwerpen,overthrow,推翻,VERB,B2
onaangepast,maladjusted,适应不良的,ADJ,B2
ontmoediging,discouragement,气馁,NOUN,B2
onopgemerkt,unnoticed,未被注意的,ADJ,B2
onrustig maken,make uneasy,使不安,VERB,B1
vrijpleiting,exoneration,免罪,NOUN,Advanced
onmatig,immoderate,无节制的,ADJ,Advanced
onattent,inconsiderate,不顾及他人的,ADJ,B2
onachtzaamheid,carelessness,粗心大意,NOUN,B2
minachtend,disdainful,轻蔑的,ADJ,B2
aantasten,tarnish,玷污,VERB,B2
ontgoocheling,disillusionment,幻灭,NOUN,B2
botsen,clash,冲突,VERB,B1
onsamenhangend,disjointed,脱节的,ADJ,B2
buitensporig,exorbitant,过高的,ADJ,B2
onbeschaamdheid,impertinence,无礼,NOUN,Advanced
pluizen,fleece,敲诈,VERB,Advanced
uitweiding,digression,离题,NOUN,Advanced
veinzerij,dissimulation,掩饰,NOUN,Advanced
roes,intoxication,沉醉,NOUN,B2
overstromen,flood,淹没,VERB,B1
ziekelijk,sickly,多病的,ADJ,B2
lofwaardig,commendable,值得赞扬的,ADJ,Advanced
vertroebelen,muddy,使混浊,VERB,B2
verdikken,thicken,使变稠,VERB,B1
pleisteren,plaster,涂抹灰泥,VERB,B2
oorverdovend,deafening,震耳欲聋的,ADJ,B2
vogelverschrikker,scarecrow,稻草人,NOUN,B1
sponzig,spongy,海绵状的,ADJ,B2
gedrukt,printed,印刷的,ADJ,B1
af en toe,occasional,偶尔的,ADJ,B1
verbannen,exiled,被流放的,ADJ,B2
hoogdravend,pompous,浮夸的,ADJ,Advanced
vurig,fervent,热烈的,ADJ,B2
wartaal,gibberish,胡言乱语,NOUN,B2
haakwerk,crochet,钩针编织,NOUN,B1
hebben,have,有,AUX,A1
luieren,laze,懒散,VERB,B1
hispanisch,hispanic,西班牙裔的,ADJ,B2
galg,gallows,绞刑架,NOUN,B2
Iberisch,iberian,伊比利亚的,ADJ,B2
onverslaanbaar,unbeatable,战无不胜的,ADJ,B1
ongelegen,inopportune,不合时宜的,ADJ,B2
onfatsoenlijk,indecent,不体面的,ADJ,B2
oneetbaar,inedible,不能食用的,ADJ,B1
ongemak,inconvenience,不便,NOUN,B1
weerloos,defenseless,无防备的,ADJ,B2
bijten,biting,咬,NOUN,B1
activist,activist,活动家,NOUN,B1
minzaamheid,affability,和蔼,NOUN,Advanced
toestromen,flock,成群结队,VERB,B2
gemakkelijk,easily,容易地,ADV,A2
voedsel-,food,食品的,ADJ,B1
bedroevend,distressing,令人痛苦的,ADJ,B2
hapering,hitch,障碍,NOUN,B2
fit,fit,健康的,ADJ,A1
uitdrogen,dry up,干涸,VERB,B1
markeerstift,marker,马克笔,NOUN,A2
menging,mixing,混合,NOUN,B1
heilzaam,beneficial,有益的,ADJ,B2
kabeljauw,cod,鳕鱼,NOUN,A2
hoax,hoax,恶作剧,NOUN,B2
groeiend,growing,增长的,ADJ,B1
graan,cereal,谷物,NOUN,A2
stopcontact,socket,插座,NOUN,A2
deblokkeren,unblock,解除阻塞,VERB,B1
verslagenheid,dismay,惊慌,NOUN,B2
bespioneren,spy on,暗中监视,VERB,B2
fundamenteel,fundamentally,根本上,ADV,B2
opvallend,striking,引人注目的,ADJ,B1
opsporen,ferret,搜寻,VERB,B2
schunnigheid,ribaldry,下流话,NOUN,Advanced
piepen,yelp,尖叫,VERB,B2
onmerkbaar,imperceptibly,不易察觉地,ADV,B2
separatist,separatist,分离主义者,NOUN,B2
volledig,fully,完全地,ADV,B1
mechanisch,mechanically,机械地,ADV,B1
wal,rampart,壁垒,NOUN,B2
gespierd,muscular,强壮的,ADJ,B1
bad,pool,水池,PART,A1
progressieve,progressive,进步人士,NOUN,B2
weerwoord,retort,反驳,NOUN,B2
resistent,resistant,有抵抗力的,ADJ,B2
traktatie,treat,款待,NOUN,A2
zodra,as soon as,一经,ADV,B1
alarmeren,alarm,报警,VERB,B1
alcoholisch,alcoholic,含酒精的,ADJ,B1
plichtsbesef,sense of duty,责任感,NOUN,B2
weg,away,离开的,ADJ,A1
homoseksueel,gay,同性恋者,NOUN,B1
civiel,civilian,民用的,ADJ,B1
fiets,cykel,自行车,NOUN,A1
daten,dejta,约会,VERB,A2
hetzelfde,the same,同一事物,PRON,A2
dodelijk,deadly,致命地,ADV,B1
eiderspoor,eider track,绒鸭足迹,NOUN,Advanced
snel,fast,快速地,ADV,A1
vondst,find,发现物,NOUN,B1
vervloekt,damned,该死的,ADJ,B2
koel,chill,寒冷的,ADJ,A2
hartstochtelijk,heart,由衷地,ADV,B2
vervolgens,next,接下来,ADV,A2
hard,hard,努力地,ADV,A1
dood,death,极其,ADV,B1
zeker,certainly,当然,INTJ,A1
verdorie,darn,讨厌,INTJ,A2
katholiek,catholic,天主教徒,NOUN,B1
duidelijk,clear,清楚地,ADV,A2
klop,knock,敲击,NOUN,A2
griezel,creep,讨厌鬼,NOUN,B2
marinier,marine,海军陆战队员,NOUN,B2
paf,bang,砰,INTJ,A2
laatst,latest,最新地,ADV,A2
late tijd,late,深夜,NOUN,B1
single,single,单身者,NOUN,B1
niet schelen,not care,不在乎,VERB,A2
speciaal venster,special window,特殊窗口,NOUN,B1
kapot,broken,破碎地,ADV,A2
vroeger,earlier,较早的,ADJ,A2
vanaf,away,离开,ADP,A2
overwinning,win,胜利,NOUN,B1
zeker,sure,确实地,ADV,A2
westwaarts,westward,向西,ADV,B1
eens,agree,同意的,ADJ,A2
top,top,顶级的,ADJ,B1
hele gezin,whole family,全家,NOUN,A2
één stok,one stick,一根,NUM,A1
onvermijdelijk,inevitably,不可避免地,ADV,B2
ongelijk,uneven,不平坦的,ADJ,B1
evengoed,might as well,不妨,ADV,B2
neergeschoten worden,be shot,中弹,VERB,B1
behalve,besides,除此以外,ADP,A2
tijdens,when,在之时,ADP,A2
afrekenen,pay the bill,结账,VERB,A2
inderdaad,indeed,确实,PART,A2
einde,ending,结局,NOUN,A2
gesociabiliseer,socializing,社交,NOUN,B2
iedereen,everyone,大家,NOUN,A1
arbiter,arbitrator,仲裁员,NOUN,B2
kunnen,can to be able to,能够,AUX,A1
vergeten,forgetting,遗忘,NOUN,B1
vroegheid,earliness,早期,NOUN,B2
moeten,should,应该,ADV,A1
verrassingsaanval,surprise attack,奇袭,NOUN,B2
nirwana,nirvana,涅槃,NOUN,Advanced
oudere broer,elder brother,哥哥,NOUN,A1
ambtelijke zaak,official business,公务,NOUN,B1
letten op,pay attention to,注意,VERB,A2
ander,other,其他人,PRON,A1
hereniging,re-unification,再统一,NOUN,B2
hercontingentie,re-contingency,再偶然性,NOUN,Advanced
herverdeling,re-division,再划分,NOUN,B2
hernieuwde impuls,re-momentum,再动力,NOUN,Advanced
herlaag,re-layer,再分层,NOUN,Advanced
nabewerking,rework,返工,NOUN,B2
hertoestand,re-state,再状态,NOUN,Advanced
hernieuwde aard,re-nature,再本质,NOUN,Advanced
hervaardigheid,re-skill,再技能,NOUN,Advanced
herafleiding,re-inference,再推导,NOUN,Advanced
herbesluit,re-decision,重新决定,NOUN,B2
terugkomen,come again,再来,VERB,A1
hermarkering,re-mark,重新标记,NOUN,B2
herstap,re-step,再步骤,NOUN,Advanced
hersegmentatie,re-segment,重新细分,NOUN,Advanced
wederverschijning,reappearance,再现,NOUN,B2
heromein,re-domain,再领域,NOUN,Advanced
herinschaling,re-grade,重新定级,NOUN,B2
herkunst,re-art,再艺术,NOUN,Advanced
hermodel,re-model,再模型,NOUN,B2
herbeeld,re-image,再成像,NOUN,B2
herspoor,re-track,再追踪,NOUN,Advanced
hertracering,re-trace,重描,NOUN,B2
hergeleding,re-tier,再分层,NOUN,Advanced
verkeerd doen,wrong,做错,VERB,A2
zwaarden,swords,剑丛,NOUN,B1
laag,tier,层级,NOUN,B1
overwerken,work overtime,加班,VERB,B1
moeten,must,必须,ADV,A1
hard werken,work hard,苦干,VERB,A2
fondsen werven,fundraise,募款,VERB,B2
aftreden,leave office,卸任,VERB,B2
tegenvonnis,reverse judgment,反判,NOUN,B2
tegenmaatregel,countermeasure,对策,NOUN,B2
tegenpad,counter-path,对向路径,NOUN,Advanced
tegenzijde,opposite-side,对侧,NOUN,B2
tegenstap,counter-step,对应步骤,NOUN,B2
tegenstrategie,counter-strategy,应对策略,NOUN,B2
dezelfde,same,同者,NOUN,A2
bevelen opvolgen,obey orders,听令,VERB,B1
oh,oh,哦,PART,A1
waar,where,哪里,PRON,A1
het drinken,drinking,饮酒,NOUN,A2
jongere zus,younger sister,妹妹,NOUN,A1
liever,would rather,宁愿,ADV,B1
verrekening,reckoning,结账,NOUN,B2
posten,mail,寄信,VERB,A2
gids,tour guide,导游,NOUN,A2
genoeg,enough,足够,NOUN,A2
onafwendbaarheid,imminence,迫近,NOUN,Advanced
stand,standing,地位,NOUN,B1
zeldzaamheid,rarity,稀罕,NOUN,B2
gekookt water,boiled water,白开水,NOUN,A2
stormen,storm,强攻,VERB,B1
behandelen als,treat as,待之以,VERB,B1
fotoalbum,photo album,相册,NOUN,A2
bulletin,bulletin,公报,NOUN,B2
hoe,how,怎样,PRON,A1
romantische liefde,romantic love,恋爱,NOUN,B1
misschien,perhaps,或许,NOUN,B1
diefstalbestrijding,catch thief,捉贼,NOUN,B2
carpool,carpool,拼车,NOUN,B1
gewijzigde contingentie,amended contingency,修正偶然性,NOUN,Advanced
herkalibratie,recalibration,重新校准,NOUN,Advanced
heronderzoek,re-examination,复查,NOUN,B2
een andere dag,another day,改日,NOUN,A2
gewijzigde universaliteit,amended universality,修正普遍性,NOUN,Advanced
herziene deductie,revised deduction,修正推论,NOUN,Advanced
rampenbestrijding,disaster relief,救灾,NOUN,B2
vriendelijk verzoeken,kindly,劳驾,VERB,B1
onredelijkheid,unreasonableness,不合理,NOUN,B2
vroeg of laat,sooner or later,迟早,ADV,B1
nuttigen,have some,用点,VERB,B1
doding,slaying,斩杀,NOUN,B2
om te,come,来,SCONJ,A1
mandarijn,tangerine,橘子,NOUN,A2
origineel,original,原件,NOUN,B1
zinking,sinking,下沉,NOUN,B2
infiltratie,infiltration,渗透,NOUN,B2
roerbakken,stir-fry,炒,VERB,A2
speciaal,specially,专门,ADV,A2
overdag,daytime,白天,NOUN,A2
als,if,要是,PART,A1
sociaal conflict,social conflict,社会冲突,NOUN,B2
maatschappelijke verandering,social change,社会变迁,NOUN,B2
standvastigheid,steadiness,沉稳,NOUN,B2
xiao,xiao,箫,NOUN,B2
plakken,paste,粘贴,VERB,A2
fondsen,funds,资金,NOUN,B1
een dossier sluiten,close a case,结案,VERB,B2
bij,if,如果,ADP,A1
kernpunt,key point,要点,NOUN,B1
bemiddelaar,mediator,调解人,NOUN,B2
sticker,sticker,贴纸,NOUN,A2
trans-analyse,trans-analysis,超分析,NOUN,Advanced
trans-synthese,trans-synthesis,超综合,NOUN,Advanced
trans-logica,trans-logic,超逻辑,NOUN,Advanced
bergpas,pass,关口,NOUN,B1
hier,here,这里,PRON,A1
niet-analyse,non-analysis,非分析,NOUN,Advanced
niet-synthese,non-synthesis,非综合,NOUN,Advanced
niet-deductie,non-deduction,非演绎,NOUN,Advanced
aankomende,comer,来者,NOUN,B2
ruïnes,antiquities ruins,古迹遗址,NOUN,B2
geïsoleerde berichten,isolated reports,孤证,NOUN,B2
als,as,作为,NOUN,B1
plaag,pest,害虫,NOUN,B1
onmiddellijkheid,immediacy,直接性,NOUN,Advanced
koranvers,verse of quran,古兰经节,NOUN,B2
vervangers,substitutes,替代品,NOUN,B1
eeuwigheid zonder einde,eternity without end,无终永恒,NOUN,Advanced
pracht en praal,pomp,盛况,NOUN,B2
proceskosten,legal fees,诉讼费,NOUN,B2
ruïne,ruin relic,遗迹,NOUN,B2
sporen,effect and traces,痕迹,NOUN,B1
operationaliseren,operationalize,操作化,VERB,Advanced
operationalisering,operationalization,操作化过程,NOUN,Advanced
agenda,agenda,议程,NOUN,B1
antwoorden,answers,答复,NOUN,A1
unilateralisme,unilateralism,单边主义,NOUN,Advanced
religieuze stichtingen,habous endowments,宗教捐赠,NOUN,Advanced
iemand op zondag,sunday someone,周日人士,NOUN,B2
struikgewas,thickets,灌木丛,NOUN,B2
eschatologisch,eschatological,末世论的,ADJ,Advanced
octopus,octopus,章鱼,NOUN,B1
performativiteit,performativity,执行性,NOUN,Advanced
litterariteit,literariness,文学性,NOUN,Advanced
oerwouden,jungles,丛林,NOUN,B1
ideologisering,ideologization,意识形态化,NOUN,Advanced
letterkundige,litterateur,文学家,NOUN,Advanced
winsten,profits,利润,NOUN,B1
teruggeven,return something,归还某物,VERB,A2
viooltje,violet,紫罗兰,NOUN,A2
paars,purple,紫色,NOUN,A1
radjaz-gedicht,rajaz poem,拉贾兹诗,NOUN,Advanced
historisering,historicization,历史化,NOUN,Advanced
ceder,cedar,雪松,NOUN,B2
archivaal,archival,档案的,ADJ,Advanced
argan,argan,摩洛哥坚果,NOUN,B2
blauw,blue,蓝色,NOUN,A1
steegjes,alleys,小巷,NOUN,B1
vooreeuwigheid,pre-eternity,前永恒,NOUN,Advanced
eeuwigheid zonder begin,eternity without beginning,无始永恒,NOUN,Advanced
kostuums,costumes,服装,NOUN,B1
vragen,questions,问题,NOUN,A1
fundamenten,foundations,基础,NOUN,B2
essentieel,basic essential,基本的,ADJ,B1
prijzen,prices,价格,NOUN,A1
islamisering,islamization,伊斯兰化,NOUN,B2
stilistiek,stylistics,文体学,NOUN,Advanced
slechtste,worst,最差者,NOUN,A2
markten,markets,市场,NOUN,A1
naar het voorbeeld van,after the example of,仿效,NOUN,B2
stralen,rays,光芒,NOUN,B1
asj'aritische school,asharite school,阿什阿里派,NOUN,Advanced
werken,works,著作,NOUN,B1
korstmos,lichen,地衣,NOUN,B2
vrienden,friends,朋友们,NOUN,A1
echo's,echoes,回声,NOUN,B2
klaarmaken,fix to prepare,准备,VERB,A2
namiddag,late afternoon,傍晚,NOUN,B1
aandoen,light up turn on,开灯,VERB,A1
antoniemen,antonyms,反义词,NOUN,B1
omverwerpen,topple,颠覆,VERB,B2
kaders,cadres,干部群体,NOUN,B2
Atlantisch,atlantean,亚特兰蒂斯的,ADJ,B2
Atlantisch,atlantic,大西洋的,ADJ,B1
langste,longest,最长者,NOUN,A2
symptomen,symptoms,症状,NOUN,B1
vrijgezel,bachelor,单身的,ADJ,A2
kruiden,herbs,草药,NOUN,A2
vreemdste,strangest,最奇怪者,NOUN,B1
doen mislukken,make fail,致败,VERB,B2
adder,viper,毒蛇,NOUN,B2
ondergang,decline setting,衰落,NOUN,B2
ontslaan,dismiss from office,免职,VERB,B1
van horen zeggen,hearsay,传闻,NOUN,B2
oorbellen,earrings,耳环,NOUN,A2
dichtstbijzijnde,nearest,最近者,NOUN,A2
termijnen,installments,分期,NOUN,B1
kortste,shortest,最短者,NOUN,A2
kort verhaal,short story,短篇小说,NOUN,B1
sterkste,strongest,最强者,NOUN,A2
duizend,thousand,千,NOUN,A1
gieten,cast,浇铸,VERB,B2
scherpzinnigheid,brilliance of mind,才华横溢,NOUN,B2
chromaticiteit,chromaticity,色度,NOUN,Advanced
Alice,alice,爱丽丝,NOUN,A1
wat betreft,as for,至于,PART,B1
spreekwoorden,proverbs,谚语,NOUN,A2
tijdsspanne,span duration,跨度,NOUN,B2
garnizoenssteden,garrison towns,驻军城镇,NOUN,B2
securocratisch,securocratic,安全统治的,ADJ,Advanced
veiligheidskwestie,security matter,安全事务,NOUN,B2
matriarchaat,matriarchy,母系社会,NOUN,B2
analfabetisme,illiteracy,文盲,NOUN,B2
lankmoedigheid,unhurried patience,耐心等待,NOUN,Advanced
jij,you feminine,你,PRON,A1
Andalusisch,andalusian,安达卢西亚的,ADJ,B2
recht doen aan,do justice to,客观评价,VERB,B2
anomie,anomie,失范,NOUN,Advanced
wanneer dan ook,whenever,无论何时,NOUN,B1
gezangen,chants,赞美诗,NOUN,B2
schenken,give a gift,赠送,VERB,A2
handelingsbekwaamheid,legal capacity,法律行为能力,NOUN,B2
operette,operetta,轻歌剧,NOUN,B2
ozon,ozone,臭氧,NOUN,B2
middelste,middle,中间的,ADJ,A2
octaaf,octave,八度音阶,NOUN,B2
Olympische Spelen,olympics,奥运会,NOUN,A2
heiligen,saints,圣人,NOUN,B1
mede,also,同样,NOUN,B1
iconiciteit,iconicity,图像性,NOUN,Advanced
waar ook,wherever,无论何处,CCONJ,B1
afmeting,the abmessung,测度,NOUN,B2
stomme,mute person,哑巴,NOUN,B2
meteorologische waarnemingen,meteorological observations,气象观测,NOUN,B2
bovenleiding,oberleitung,架空接触网,NOUN,B2
röntgenstralen,radiography rays,射线检测,NOUN,B2
dove,deaf person,聋人,NOUN,B1
academie,the akademie,学术机构,NOUN,B1
brandende gloed,blazing ardor,炽热,NOUN,B2
hoogleraarschap,professorship,教授职位,NOUN,B2
onbeschaafdheid,the unbildung,非教养,NOUN,Advanced
avondbijeenkomst,evening gathering,晚聚,NOUN,B1
trotse weigering,proud refusal,傲拒,NOUN,B2
sluiting van een overeenkomst,conclusion of contract,缔约,NOUN,B2
nietigverklaring,annulment,废止,NOUN,B2
sensatiezucht,sensationalism,追求轰动,NOUN,B2
volgens,following,依照,ADP,A2
eenstemmigheid,unanimity,一致同意,NOUN,B2
revivalisme,revivalism,复兴主义,NOUN,B2
toewijding,sincerity devotion,真诚奉献,NOUN,B2
onderwijs,ed,教育,NOUN,A2
invoeging,insertion,插入,NOUN,B2
opsomming,listing,列举,NOUN,B1
wilskracht,will willpower,意志力,NOUN,B1
toekenning,awarding,授予,NOUN,B2
gevangenschap,captive bond,羁绊,NOUN,B2
eerste hulp,first aid,急救,NOUN,A2
spons,sponge,海绵,NOUN,A2
projecties,projections,投影,NOUN,B2
monddood maken,silencing,禁声,NOUN,B2
overleveringsketen,chain of transmission,传述链,NOUN,Advanced
conditionering,conditioning,调节,NOUN,B2
kennisgevingen,notifications,通知,NOUN,B1
