Chinese_Lemma,English_Translation,Spanish_Translation,POS
小小的,tiny,pequeno,X
小屋,cabin,cabana,X
小岛,small island,isleta,X
小心翼翼,cautious and solemn (idiom); very carefully,con sumo cuidado,X
小时候,childhood,infancia,X
小時,hour,hora,X
小朋友,child,nino,X
小狗,puppy,cachorro,X
小男孩,little boy,nino pequeno,X
小组,group,grupo,X
小镇,small town,pueblo,X
小队,squad,escuadron,X
小鬼,little devil,diablillo,X
小鸟,little bird,pajarito,X
少女,girl,doncella,X
少年,teenager,adolescente,X
少来,come on,venga ya,X
少校,major,mayor,X
尔,you,tu,X
尖叫,to scream,gritar,X
尖端,sharp pointed end,punta,X
尝尝,taste,probar,X
尝试,to try,intentar,X
就业,looking for employment,emplearse,X
就位,in position,en posicion,X
就够,just enough,es suficiente,X
就是,exactly,es decir,X
就是说,that is,es decir,X
就算,even if,incluso si,X
就职,to take office,tomar posesión,X
就行,that's enough,es suficiente,X
就行了,that's enough,es suficiente,X
就要,about to,a punto de,X
就让,just let,dejar,X
就近,nearby,cerca,X
尴尬,awkward,incómodo,X
尸体,dead body,cadáver,X
尺,ruler,regla,X
尼,Ni,Ni,X
尼克,Nick,Nick,X
尼尔,Neil,Neil,X
尼斯,Nice,Nice,X
尽,to exhaust,agotar,X
尽可能,as much as possible,lo mas posible,X
尽头,the end,el final,X
尽快,as quickly as possible,lo antes posible,X
尽情,to one's heart,a gusto,X
尿,urine,orina,X
局,bureau,oficina,X
局势,situation,situación,X
局部,part,parcial,X
局长,director,director,X
局限,to limit,limitar,X
局面,aspect,situación,X
屁,fart,pedo,X
屁股,buttocks,trasero,X
层出不穷,more and more emerge,surgir sin cesar,X
层次,arrangement of ideas,niveles,X
居住,to reside,residir,X
居民,resident,residente,X
屈服,to surrender,rendirse,X
屋,house,casa,X
屋子里,in the house,en la casa,X
屋里,in the room,en la habitacion,X
屋顶,roof,tejado,X
屎,shit,mierda,X
屏障,protective screen,barrera,X
屑,bits,partículas,X
展望,outlook,perspectiva,X
展现,to come out,manifestarse,X
展示,to reveal,exhibir,X
屠杀,massacre,masacre,X
屡次,repeatedly,reiteradamente,X
履行,to fulfill (one's obligations),cumplir,X
山,mountain,montana,X
山上,on the mountain,en la montana,X
山姆,Sam,Sam,X
山脉,mountain range,cordillera,X
岁月,years,los años,X
岂有此理,how can this be so? (idiom); preposterous,¡no hay derecho!,X
岆,rare character,caracter raro,X
岔,fork in road,bifurcación,X
岗位,a post,puesto,X
岛上,on the island,en la isla,X
岛屿,island,isla,X
岩石,rock,roca,X
岳父,wife's father,suegro,X
岿,rare character,caracter raro,X
峡谷,canyon,desfiladero,X
崇拜,to worship,adorar,X
崇敬,to revere,reverenciar,X
崇高,majestic,sublime,X
崩溃,to collapse,colapsar,X
崭新,brand new,reluciente,X
川流不息,the stream flows without stopping (idiom); unending flow,flujo incesante,X
州,prefecture,prefectura,X
州长,governor,gobernador,X
巡逻,to patrol (police,patrullar,X
工作室,studio,estudio,X
工夫,time,tiempo,X
工程,engineering,ingenieria,X
工艺品,handicraft article,artesanía,X
左,left,izquierda,X
左右,left and right,izquierda y derecha,X
巧合,coincidence,coincidencia,X
巨人,giant,gigante,X
巩固,to consolidate,consolidar,X
差劲,lousy,malo,X
差点,almost,casi,X
差距,disparity,disparidad,X
已,already,ya,X
已經,already,ya,X
巴,Ba,Ba,X
巴不得,to be eager for,desear ansiosamente,X
巴克,Buck,Buck,X
巴士,bus,autobus,X
巴结,to fawn on,adular,X
巴西,Brazil,Brazil,X
巴黎,Paris,Paris,X
巷,lane,callejón,X
市,city,ciudad,X
市民,citizen,ciudadano,X
市长,mayor,alcalde,X
布告,posting on a bulletin board,aviso,X
布局,arrangement,distribución,X
布拉德,Brad,Brad,X
布朗,Brown,Brown,X
布置,to put in order,disponer,X
布莱恩,Brian,Brian,X
布鲁斯,Bruce,Bruce,X
帅哥,handsome guy,guapo,X
师,teacher,maestro,X
师父,master,maestro,X
师范,teacher-training,magisterio,X
希尔,Hill,Hill,X
希特勒,Hitler,Hitler,X
帐篷,tent,tienda de campaña,X
帕,Pa,Pa,X
帝,emperor,emperador,X
帝国,empire,imperio,X
带上,bring along,llevar,X
带你去,take you to,llevarte a,X
带到,bring to,llevar a,X
带回,bring back,traer de vuelta,X
带子,belt,cinturon,X
带我去,take me to,llevarme a,X
带来,to bring,traer,X
带给,bring to,llevar a,X
带走,take away,llevarse,X
带领,to guide,guiar,X
帮,to help,ayudar,X
帮不了,can't help,no poder ayudar,X
帮个,help,ayudar,X
帮帮,help,ayudar,X
帮帮我,help me,ayudame,X
帶,to bring,traer,X
常,often,a menudo,X
常务,routine,rutina,X
常常,often,a menudo,X
常年,all year round,todo el año,X
幅度,width,amplitud,X
幢,classifier for buildings,edificio,X
幫,to help,ayudar,X
幫助,to help,ayuda,X
幫忙,help,ayuda,X
干什么,what are you doing,que haces,X
干劲,enthusiasm for doing sth,entusiasmo,X
干吗,what for,para que,X
干嘛,what for,para que,X
干得,do well,hacer bien,X
干扰,to interfere,interferir,X
干掉,to kill,matar,X
干旱,drought,sequía,X
干活,to work,trabajar,X
干涉,to interfere,intervenir,X
干预,to meddle,inmiscuirse,X
平凡,commonplace,común,X
平原,field,llanura,X
平坦,level,llano,X
平安,safe,seguro,X
平民,civilian,civil,X
平行,parallel,paralelo,X
平面,plane (flat surface),plano,X
年前,years ago,hace anos,X
年度,year (e.g. school year,anual,X
年轻人,young person,joven,X
并,and,ademas,X
并列,to stand side by side,yuxtaponer,X
并存,to exist at the same time,coexistir,X
并非,really isn't,no es realmente,X
幸会,nice to meet you,encantado,X
幸好,fortunately,por suerte,X
幸存者,survivor,sobreviviente,X
幹,to do,hacer,X
幹什麼,what,que haces,X
幻觉,hallucination,alucinacion,X
幼稚,young,inmaduro,X
幽灵,ghost,fantasma,X
幾個,a few,unos pocos,X
广阔,wide,amplio,X
庄严,stately,solemne,X
庄重,solemn / grave,solemne / grave,X
床,bed,cama,X
床上,on the bed,en la cama,X
床单,bed sheet,sábana,X
序言,preface,prólogo,X
应,should,deber,X
应得,deserve,merecer,X
应邀,at sb's invitation,por invitación,X
应酬,social niceties,relaciones sociales,X
底下,underneath,debajo,X
店,shop,tienda,X
店里,in shop,en la tienda,X
庞大,huge,enorme,X
废墟,ruins,ruinas,X
废物,trash,basura,X
废除,to abolish,abolir,X
度,degree,grado,X
度假,vacation,vacaciones,X
座右铭,motto,lema,X
庸俗,filthy,vulgar,X
廉洁,honest,honrado,X
延伸,to extend,extenderse,X
延期,to delay,aplazar,X
延续,to continue,continuar,X
建,to build,construir,X
建造,to build,construir,X
开个,start a,iniciar un,X
开会,hold a meeting,reunirse,X
开口,open mouth,abrir la boca,X
开启,open,abrir,X
开展,(begin to) develop,desarrollar,X
开拓,to break new ground (for agriculture),abrir nuevo terreno,X
开支,expenditures,gastos,X
开明,enlightened,ilustrado,X
开朗,spacious and well-lit,abierto,X
开枪,to shoot,disparar,X
开水,boiled water,agua hervida,X
开火,open fire,abrir fuego,X
开着,keep open,mantener abierto,X
开车,to drive,conducir,X
开辟,to open up,abrir,X
开采,to extract (ore or other resource from a mine),extraer,X
开门,open the door,abrir la puerta,X
开阔,wide,amplio,X
开除,to expel,expulsar,X
异常,exceptional,excepcional,X
弄清楚,figure out,aclarar,X
弄错,get wrong,equivocarse,X
弊病,malady,defecto,X
弊端,malpractice,irregularidad,X
式,style,estilo,X
引发,trigger,provocar,X
引导,to guide,guiar,X
引擎,engine (loanword),motor,X
引爆,detonate,detonar,X
引用,to quote,citar,X
弗,Fu,Fu,X
弗兰克,Frank,Frank,X
弥漫,to permeate / fill the air,impregnar,X
弥补,to complement,compensar,X
弦,bow string,cuerda,X
弧,arc,arco,X
弱点,weak point,punto débil,X
弹性,flexibility,elasticidad,X
强,strong,fuerte,X
强制,to enforce,imponer,X
强壮,strong,fuerte,X
强大,powerful,poderoso,X
强奸,rape,violacion,X
强尼,Johnny,Johnny,X
强迫,to compel,obligar,X
归,to return,volver,X
归根到底,(saying) to sum it up...,en resumen,X
归纳,to sum up,resumir,X
归还,to return sth,devolver,X
当中,among,entre,X
当事人,persons involved or implicated,implicados,X
当作,treat as,tratar como,X
当初,at that time,en aquel entonces,X
当前,current,actual,X
当务之急,top priority job,prioridad,X
当场,at the scene,en el acto,X
当年,that year,aquel ano,X
当心,to take care,cuidado,X
当成,treat as,tratar como,X
当选,to be elected,ser elegido,X
当面,to sb's face,en persona,X
录像,video,video,X
形态,shape,forma,X
彩票,lottery ticket,billete de lotería,X
影像,image,imagen,X
影片,movie,pelicula,X
彼得,Peter,Peter,X
往事,past events,pasado,X
往前,forward,hacia adelante,X
往常,habitually (in the past),habitualmente,X
征收,to levy (a fine),imponer,X
征服,to conquer,conquistar,X
待,to stay,quedar,X
待会儿,in a while,en un rato,X
很久,very long,mucho tiempo,X
很久以前,long ago,hace mucho tiempo,X
很久没,long time no,hace mucho que no,X
很多,a lot,mucho,X
很多年,many years,muchos anos,X
很大,very big,muy grande,X
很小,very small,muy pequeno,X
很少,rarely,rara vez,X
很快,soon,pronto,X
很棒,great,estupendo,X
很漂亮,very pretty,muy bonito,X
很糟,very bad,muy mal,X
很酷,very cool,muy guay,X
很长,very long,muy largo,X
很难,very hard,muy dificil,X
後,after,despues,X
徒弟,apprentice,aprendiz,X
得不偿失,(saying) the gains do not make up for the losses,lo perdido supera lo ganado,X
得不到,cannot get,no poder obtener,X
得了吧,come on,venga ya,X
得出,to get,obtener,X
得分,score,puntuacion,X
得到,to get,obtener,X
得力,able,competente,X
得天独厚,(of an area) rich in resources,favorecido por la naturaleza,X
得知,to find out,averiguar,X
得罪,to commit an offense,ofender,X
徘徊,to dither,vacilar,X
從,from,de,X
復,to revive,revivir,X
循序渐进,in sequence,progresivamente,X
循环,to cycle,ciclar,X
微不足道,negligible,insignificante,X
微观,micro-,micro,X
微软,Microsoft,Microsoft,X
德,virtue,virtud,X
德国,Germany,Alemania,X
德国人,German,aleman,X
德州,Texas,Texas,X
心,heart,corazon,X
心中,in heart,en el corazon,X
心得,knowledge gained,aprendizaje,X
心态,attitude (of the heart),mentalidad,X
心意,intention,intencion,X
心灵,bright,alma,X
心疼,to love dearly,querer mucho,X
心眼儿,one's thoughts,intenciones,X
心脏病,heart disease,enfermedad cardiaca,X
心血,heart's blood,esfuerzo,X
心跳,heartbeat,latido,X
心里,in heart,en el corazon,X
必定,be bound to,con seguridad,X
必須,must,deber,X
忌讳,taboo,tabú,X
忍受,to bear,soportar,X
忍耐,to show restraint,reprimirse,X
志气,ambition,aspiración,X
忘,to forget,olvidar,X
忘掉,forget,olvidar,X
忙碌,busy,ocupado,X
忠实,faithful,fiel,X
忠诚,devoted,leal,X
忧郁,sullen,melancólico,X
快到,arrive soon,llegar pronto,X
快去,go quickly,ve rapido,X
快来,come quickly,ven rapido,X
快樂,happy,feliz,X
快死了,about to die,a punto de morir,X
快活,happy,alegre,X
快点,hurry up,rapido,X
快要,about to,a punto de,X
快速,fast,rapido,X
快點,hurry,rapido,X
忽略,to neglect,descuidar,X
怀孕,pregnant,embarazada,X
怎,how,como,X
怎么办,what to do,que hacer,X
怎么回事,what's going on,que pasa,X
怎样,how,como,X
怎樣,how,como,X
怎能,how can,como puede,X
怎麼,how,como,X
怎麼樣,how about,que tal,X
怕,to fear,temer,X
思念,to think of,añorar,X
思索,to think deeply,reflexionar,X
思绪,train of thought,hilo de pensamiento,X
思维,(line of) thought,pensamiento,X
怠慢,to slight,descuidar,X
急,anxious,ansioso,X
急于求成,anxious for quick results (idiom); to demand instant success,ansiar resultados rápidos,X
急切,eager,ansioso,X
急剧,rapid,brusco,X
急功近利,seeking instant benefit (idiom); shortsighted vision,buscar beneficios inmediatos,X
急躁,impatient / irritable,impaciente / irritable,X
性,sex,sexo,X
性交,intercourse,coito,X
性命,life,vida,X
性情,nature,carácter,X
性感,sex appeal,atractivo sexual,X
性爱,sex,sexo,X
性能,function,rendimiento,X
怪,strange,extrano,X
怪人,weirdo,extrano,X
怪兽,monster,monstruo,X
怪异,weird,extrano,X
怪物,monster,monstruo,X
怪胎,freak,bicho raro,X
总,always,siempre,X
总会,always,siempre,X
总和,sum,suma total,X
总得,have to,tener que,X
总有,always have,siempre hay,X
总有一天,one day,alguna vez,X
总监,director,director,X
总而言之,in short,en resumen,X
总部,headquarters,cuartel general,X
恍然大悟,to suddenly realize,darse cuenta de repente,X
恐吓,to threaten,amenazar,X
恐怖分子,terrorist,terrorista,X
恐惧,fear,miedo,X
恐慌,panic,panico,X
恨不得,wishing one could do sth,desear ardientemente,X
恩,hmm,mmm,X
恩怨,(feeling of) resentment,rencor,X
恭喜,congratulations,felicidades,X
恭敬,deferential,respetuoso,X
恰到好处,it's just perfect,en su justa medida,X
恰巧,fortunately,por suerte,X
恰当,appropriate,adecuado,X
恳切,earnest,sincero,X
恶化,to worsen,empeorar,X
恶心,bad habit,asco,X
恶梦,nightmare,pesadilla,X
恶魔,demon,demonio,X
恼火,to get angry,enojarse,X
悔恨,remorse,remordimiento,X
患者,patient,paciente,X
您好,hello (polite),hola,X
悬崖峭壁,sheer cliffs and precipitous rock faces (idiom),acantilados escarpados,X
悬念,suspense in a movie,suspense,X
悬挂,to suspend,colgar,X
悲伤,sad,triste,X
悲剧,tragedy,tragedia,X
悲哀,grieved,afligido,X
悲惨,miserable / tragic,miserable / trágico,X
情,feeling,sentimiento,X
情人,lover,amante,X
情形,circumstances,circunstancias,X
情感,emotion,emocion,X
情报,(spy) intelligence,inteligencia,X
情況,situation,situacion,X
情理,reason,razón,X
情节,plot,trama,X
惊人,amazing,asombroso,X
惊动,alarm,alarmar,X
惊喜,surprise,sorpresa,X
惊奇,to be amazed,asombrarse,X
惊讶,amazed,asombrado,X
惋惜,to feel sorry for a person over sth that should have happened,lamentar,X
惦记,to think of,recordar,X
惨,miserable,miserable,X
惩罚,penalty,castigo,X
惯例,convention,convención,X
想不到,unexpectedly,inesperadamente,X
想像,to imagine,imaginar,X
想到,think of,pensar en,X
想干什么,what to do,que hacer,X
想想,to think,pensar,X
想方设法,to think up every possible method (idiom); to devise ways and means,hacer lo imposible,X
想来,want to come,querer venir,X
想法,idea,idea,X
想着,thinking about,pensar en,X
想要,to want,querer,X
想见,want to see,querer ver,X
想起,to recall,recordar,X
想过,have thought,haber pensado,X
惹,to provoke,provocar,X
惹祸,stirring up trouble,causar problemas,X
愈,to heal,curarse,X
意向,intention,intención,X
意味着,to signify,significar,X
意图,intent,intención,X
意大利,Italy,Italia,X
意志,will,voluntad,X
意料,to anticipate,anticipar,X
意识,consciousness,conciencia,X
愚昧,ignorant,ignorante,X
愚蠢,silly,tonto,X
愛,love,amor,X
感,feeling,sentimiento,X
感兴趣,interested,interesado,X
感到,to feel,sentir,X
感慨,to sigh with sorrow,suspirar con emoción,X
感染,infection,infección,X
感覺,feeling,sensacion,X
感謝,thanks,gracias,X
感谢上帝,thank God,gracias a Dios,X
感谢您,thank you,gracias,X
愣,to look distracted,quedarse atónito,X
愿,to wish,desear,X
慈祥,kindly,amable,X
慌忙,in a great rush,apresuradamente,X
慎重,cautious,cauteloso,X
慢性,slow and patient,crónico,X
慢慢,slowly,lentamente,X
慢慢来,take it slow,despacio,X
慢点,slow down,mas despacio,X
慰,comfort,consuelo,X
慰问,to express sympathy,expresar condolencias,X
慷慨,vehement,vehemente,X
憋,to choke,ahogarse,X
懂吗,understand?,entiendes?,X
懂得,to understand,entender,X
應該,should,deber,X
懒惰,idle,perezoso,X
懦夫,coward,cobarde,X
戏,play,obra,X
成,to become,convertirse,X
成交,to complete a contract,cerrar un trato,X
成员,member,miembro,X
成天,(coll.) all day long,todo el día,X
成心,intentional,intencional,X
成效,effect,efecto,X
成本,(manufacturing,costo,X
成為,to become,convertirse,X
我会,I will,lo hare,X
我來,I'll come,yo vengo,X
我俩,we two,nosotros dos,X
我們,we,nosotros,X
我先,I first,yo primero,X
我刚,I just,recien,X
我妈,my mom,mi mama,X
我家,my home,mi casa,X
我怕,I'm afraid,me temo,X
我想,I think,creo,X
我操,fuck,joder,X
我敢,I dare,me atrevo,X
我會,I will,lo hare,X
我本,I originally,originalmente,X
我来,I'll come,yo voy,X
我查,I'll check,compruebo,X
我求,I beg,ruego,X
我点,I point,senalo,X
我爱你,I love you,te quiero,X
我爸,my dad,mi papa,X
我現,I now,yo ahora,X
我用,I use,uso,X
我給,I give,doy,X
我能,I can,puedo,X
我花,I spend,gasto,X
我要,I want,quiero,X
我覺,I feel,siento,X
我见,I see,veo,X
我试,I try,intento,X
我该,I should,deberia,X
我读,I read,leo,X
我错,I'm wrong,estoy equivocado,X
戒备,to take precautions,precaución,X
或,or,o,X
或是,or,o,X
或許,perhaps,tal vez,X
或许,perhaps,quizás,X
战场,battlefield,campo de batalla,X
战士,warrior,guerrero,X
战役,military campaign,campaña militar,X
战斗,to fight,combatir,X
战术,tactics,táctica,X
战略,strategy,estrategia,X
战胜,defeat,vencer,X
截至,up to (a time),hasta,X
戰爭,war,guerra,X
戴上,put on,ponerse,X
戴夫,Dave,Dave,X
戴维,David,David,X
房,room,habitacion,X
房子,house,casa,X
房租,rent,alquiler,X
房間,room,habitacion,X
所在,location,ubicacion,X
所有人,everyone,todos,X
所知,known,lo conocido,X
所说,what is said,lo dicho,X
扁,flat,plano,X
扂,rare character,caracter raro,X
手,hand,mano,X
手上,on hand,en la mano,X
手下,subordinate,subordinado,X
手中,in hand,en la mano,X
手势,gesture,gesto,X
手枪,pistol,pistola,X
手段,means,medio,X
手法,technique,técnica,X
手臂,arm,brazo,X
手艺,craftmanship,oficio,X
手術,surgery,cirugia,X
手里,in hand,en la mano,X
才刚,just now,recien,X
才干,ability,capacidad,X
才能,ability,talento,X
才行,only then,solo entonces,X
扎,to prick,pinchar,X
扎实,strong,sólido,X
