lang,level,csv_line,lemma,english_lemma,chinese_lemma,upos,source_file
fr,C1,733,corporel,bodily,身体的,ADJ,french/C1.csv
fr,C1,734,correcteur,proofreader,校对员,NOUN,french/C1.csv
fr,C1,735,correctionnel,correctional,轻罪的,ADJ,french/C1.csv
fr,C1,736,corrompu,corrupt,腐败的,ADJ,french/C1.csv
fr,C1,737,corrélation,correlation,相关性,NOUN,french/C1.csv
fr,C1,738,cortège,procession,行列,NOUN,french/C1.csv
fr,C1,739,corvée,chore,苦差事,NOUN,french/C1.csv
fr,C1,740,cosmique,cosmic,宇宙的,ADJ,french/C1.csv
fr,C1,741,cosmogonie,cosmogony,宇宙生成论,NOUN,french/C1.csv
fr,C1,742,cosmopolite,cosmopolitan,世界性的,ADJ,french/C1.csv
fr,C1,743,cosmétique,cosmetic,化妆品的,ADJ,french/C1.csv
fr,C1,744,cotation,quotation,报价,NOUN,french/C1.csv
fr,C1,745,couard,cowardly,懦弱的,ADJ,french/C1.csv
fr,C1,746,couardise,cowardice,懦弱,NOUN,french/C1.csv
fr,C1,747,couchant,setting sun,夕阳,NOUN,french/C1.csv
fr,C1,748,couette,duvet,羽绒被,NOUN,french/C1.csv
fr,C1,749,coulée,flow,流动,NOUN,french/C1.csv
fr,C1,750,coupole,dome,圆顶,NOUN,french/C1.csv
fr,C1,751,coupure,cut,切口,NOUN,french/C1.csv
fr,C1,752,courageusement,courageously,勇敢地,ADV,french/C1.csv
fr,C1,753,couramment,fluently,流利地,ADV,french/C1.csv
fr,C1,754,couronnement,coronation,加冕,NOUN,french/C1.csv
fr,C1,755,courroux,wrath,愤怒,NOUN,french/C1.csv
fr,C1,756,courtier,broker,经纪人,NOUN,french/C1.csv
fr,C1,757,courtisanerie,sycophancy,阿谀奉承,NOUN,french/C1.csv
fr,C1,758,courtois,courteous,有礼貌的,ADJ,french/C1.csv
fr,C1,759,courtoisie,courtesy,礼貌,NOUN,french/C1.csv
fr,C1,760,coussin,cushion,垫子,NOUN,french/C1.csv
fr,C1,761,couturier,fashion designer,时装设计师,NOUN,french/C1.csv
fr,C1,762,couvercle,lid,盖子,NOUN,french/C1.csv
fr,C1,763,coéquipier,teammate,队友,NOUN,french/C1.csv
fr,C1,764,coûteux,costly,昂贵的,ADJ,french/C1.csv
fr,C1,765,crabe,crab,螃蟹,NOUN,french/C1.csv
fr,C1,766,cracher,to spit,吐,VERB,french/C1.csv
fr,C1,767,craie,chalk,粉笔,NOUN,french/C1.csv
fr,C1,768,cran,notch,刻痕,NOUN,french/C1.csv
fr,C1,769,crapaud,toad,蟾蜍,NOUN,french/C1.csv
fr,C1,770,crasse,grime,污垢,NOUN,french/C1.csv
fr,C1,771,cratère,crater,火山口,NOUN,french/C1.csv
fr,C1,772,credo,creed,信条,NOUN,french/C1.csv
fr,C1,773,criminalité,criminality,犯罪率,NOUN,french/C1.csv
fr,C1,774,cristal,crystal,水晶,NOUN,french/C1.csv
fr,C1,775,croc,fang,獠牙,NOUN,french/C1.csv
fr,C1,776,crochet,hook,钩子,NOUN,french/C1.csv
fr,C1,777,croisade,crusade,十字军东征,NOUN,french/C1.csv
fr,C1,778,croisement,crossing,交叉口,NOUN,french/C1.csv
fr,C1,779,crotte,droppings,粪便,NOUN,french/C1.csv
fr,C1,780,croyant,believer,信徒,NOUN,french/C1.csv
fr,C1,781,croître,to grow,增长,VERB,french/C1.csv
fr,C1,782,croûte,crust,硬皮,NOUN,french/C1.csv
fr,C1,783,cruauté,cruelty,残忍,NOUN,french/C1.csv
fr,C1,784,cruellement,cruelly,残酷地,ADV,french/C1.csv
fr,C1,785,crèche,nursery,托儿所,NOUN,french/C1.csv
fr,C1,786,créance,claim,债权,NOUN,french/C1.csv
fr,C1,787,créancier,creditor,债权人,NOUN,french/C1.csv
fr,C1,788,créateur,creator,创造者,NOUN,french/C1.csv
fr,C1,789,créatif,creative,有创造力的,ADJ,french/C1.csv
fr,C1,790,crédit-bail,leasing,融资租赁,NOUN,french/C1.csv
fr,C1,791,créneau,slot,时段,NOUN,french/C1.csv
fr,C1,792,crépuscule,twilight,黄昏,NOUN,french/C1.csv
fr,C1,793,crétin,idiot,白痴,NOUN,french/C1.csv
fr,C1,794,crête,crest,山脊,NOUN,french/C1.csv
fr,C1,795,crûment,bluntly,直率地,ADV,french/C1.csv
fr,C1,796,cueillette,picking,采摘,NOUN,french/C1.csv
fr,C1,797,cueillir,to pick,采摘,VERB,french/C1.csv
fr,C1,798,cuistrerie,pedantry,迂腐,NOUN,french/C1.csv
fr,C1,799,culminant,culminating,达到顶点的,ADJ,french/C1.csv
fr,C1,800,culot,nerve,厚脸皮,NOUN,french/C1.csv
fr,C1,801,cultiver,to cultivate,培养,VERB,french/C1.csv
fr,C1,802,cumul,accumulation,累积,NOUN,french/C1.csv
fr,C1,803,curatelle,curatorship,监护,NOUN,french/C1.csv
fr,C1,804,curatif,curative,治疗的,ADJ,french/C1.csv
fr,C1,805,curieusement,curiously,好奇地,ADV,french/C1.csv
fr,C1,806,cursus,curriculum,课程,NOUN,french/C1.csv
fr,C1,807,cutané,cutaneous,皮肤的,ADJ,french/C1.csv
fr,C1,808,cuve,tank,大桶,NOUN,french/C1.csv
fr,C1,809,cuvette,basin,盆,NOUN,french/C1.csv
fr,C1,810,cuvée,vintage,年份酒,NOUN,french/C1.csv
fr,C1,811,cyanose,cyanosis,发绀,NOUN,french/C1.csv
fr,C1,812,cyclisme,cycling,自行车运动,NOUN,french/C1.csv
fr,C1,813,cygne,swan,天鹅,NOUN,french/C1.csv
fr,C1,814,cylindre,cylinder,圆柱体,NOUN,french/C1.csv
fr,C1,815,cylindrique,cylindrical,圆柱形的,ADJ,french/C1.csv
fr,C1,816,cynique,cynical,愤世嫉俗的,ADJ,french/C1.csv
fr,C1,817,câlin,cuddle,拥抱,NOUN,french/C1.csv
fr,C1,818,cédant,transferor,让与人,NOUN,french/C1.csv
fr,C1,819,célibat,celibacy,独身,NOUN,french/C1.csv
fr,C1,820,célébrité,fame,名望,NOUN,french/C1.csv
fr,C1,821,céramique,ceramics,陶瓷,NOUN,french/C1.csv
fr,C1,822,cérébral,cerebral,大脑的,ADJ,french/C1.csv
fr,C1,823,cérémonieusement,ceremoniously,讲究礼节地,ADV,french/C1.csv
fr,C1,824,césure,caesura,停顿,NOUN,french/C1.csv
fr,C1,825,cône,cone,圆锥体,NOUN,french/C1.csv
fr,C1,826,côtier,coastal,沿海的,ADJ,french/C1.csv
fr,C1,827,datation,dating,年代测定,NOUN,french/C1.csv
fr,C1,828,denrée,foodstuff,食品,NOUN,french/C1.csv
fr,C1,829,dentaire,dental,牙科的,ADJ,french/C1.csv
fr,C1,830,dentelle,lace,蕾丝,NOUN,french/C1.csv
fr,C1,831,descendance,descendants,后代,NOUN,french/C1.csv
fr,C1,832,descriptif,descriptive,描述性的,ADJ,french/C1.csv
fr,C1,833,dessein,intention,意图,NOUN,french/C1.csv
fr,C1,834,desserte,transport service,交通服务,NOUN,french/C1.csv
fr,C1,835,desservir,to serve a route,为...提供交通服务,VERB,french/C1.csv
fr,C1,836,dessinateur,draftsman,绘图员,NOUN,french/C1.csv
fr,C1,837,destinataire,recipient,收件人,NOUN,french/C1.csv
fr,C1,838,destitution,dismissal,免职,NOUN,french/C1.csv
fr,C1,839,deuxièmement,secondly,第二,ADV,french/C1.csv
fr,C1,840,diabolique,diabolical,恶魔般的,ADJ,french/C1.csv
fr,C1,841,diabète,diabetes,糖尿病,NOUN,french/C1.csv
fr,C1,842,diacre,deacon,执事,NOUN,french/C1.csv
fr,C1,843,diagnostiquer,to diagnose,诊断,VERB,french/C1.csv
fr,C1,844,diagonale,diagonal,对角线,NOUN,french/C1.csv
fr,C1,845,dialecte,dialect,方言,NOUN,french/C1.csv
fr,C1,846,dialecticien,dialectician,辩证法学者,NOUN,french/C1.csv
fr,C1,847,dialectique,dialectic,辩证的,ADJ,french/C1.csv
fr,C1,848,dialoguer,to dialogue,对话,VERB,french/C1.csv
fr,C1,849,diamétralement,diametrically,截然地,ADV,french/C1.csv
fr,C1,850,dictateur,dictator,独裁者,NOUN,french/C1.csv
fr,C1,851,dicter,to dictate,口授,VERB,french/C1.csv
fr,C1,852,didactique,didactic,说教的,ADJ,french/C1.csv
fr,C1,853,diffamation,defamation,诽谤,NOUN,french/C1.csv
fr,C1,854,diffamatoire,defamatory,诽谤的,ADJ,french/C1.csv
fr,C1,855,diffuseur,broadcaster,广播公司,NOUN,french/C1.csv
fr,C1,856,diffusément,diffusely,分散地,ADV,french/C1.csv
fr,C1,857,différenciation,differentiation,区分,NOUN,french/C1.csv
fr,C1,858,différencier,to differentiate,区分,VERB,french/C1.csv
fr,C1,859,différend,dispute,争端,NOUN,french/C1.csv
fr,C1,860,différer,to differ,不同,VERB,french/C1.csv
fr,C1,861,digestif,digestive,消化的,ADJ,french/C1.csv
fr,C1,862,diglossie,diglossia,双言制,NOUN,french/C1.csv
fr,C1,863,dignement,dignifiedly,庄严地,ADV,french/C1.csv
fr,C1,864,dignitaire,dignitary,显贵,NOUN,french/C1.csv
fr,C1,865,dilemme,dilemma,两难,NOUN,french/C1.csv
fr,C1,866,dinde,turkey,火鸡,NOUN,french/C1.csv
fr,C1,867,dioxyde,dioxide,二氧化物,NOUN,french/C1.csv
fr,C1,868,diplomate,diplomat,外交官,NOUN,french/C1.csv
fr,C1,869,diplômé,graduate,毕业生,NOUN,french/C1.csv
fr,C1,870,directoire,executive board,董事会,NOUN,french/C1.csv
fr,C1,871,discernement,discernment,洞察力,NOUN,french/C1.csv
fr,C1,872,disciplinaire,disciplinary,纪律的,ADJ,french/C1.csv
fr,C1,873,discorde,discord,不和,NOUN,french/C1.csv
fr,C1,874,discréditer,to discredit,使失信用,VERB,french/C1.csv
fr,C1,875,discutable,debatable,可争议的,ADJ,french/C1.csv
fr,C1,876,disparité,disparity,差异,NOUN,french/C1.csv
fr,C1,877,dispense,exemption,豁免,NOUN,french/C1.csv
fr,C1,878,disponibilité,availability,可用性,NOUN,french/C1.csv
fr,C1,879,disposé,willing,愿意的,ADJ,french/C1.csv
fr,C1,880,dissertation,essay,论文,NOUN,french/C1.csv
fr,C1,881,dissimulation,concealment,掩饰,NOUN,french/C1.csv
fr,C1,882,dissimuler,to conceal,掩饰,VERB,french/C1.csv
fr,C1,883,dissiper,to dispel,驱散,VERB,french/C1.csv
fr,C1,884,dissoudre,to dissolve,溶解,VERB,french/C1.csv
fr,C1,885,dissuader,to dissuade,劝阻,VERB,french/C1.csv
fr,C1,886,distinctement,distinctly,清楚地,ADV,french/C1.csv
fr,C1,887,distique,distich,对句,NOUN,french/C1.csv
fr,C1,888,distorsion,distortion,扭曲,NOUN,french/C1.csv
fr,C1,889,distraire,to distract,使分心,VERB,french/C1.csv
fr,C1,890,dithyrambe,dithyramb,酒神颂,NOUN,french/C1.csv
fr,C1,891,diversifier,to diversify,使多样化,VERB,french/C1.csv
fr,C1,892,divertir,to entertain,娱乐,VERB,french/C1.csv
fr,C1,893,dividende,dividend,股息,NOUN,french/C1.csv
fr,C1,894,divinité,divinity,神性,NOUN,french/C1.csv
fr,C1,895,divulguer,to divulge,泄露,VERB,french/C1.csv
fr,C1,896,diète,diet,饮食,NOUN,french/C1.csv
fr,C1,897,diérèse,diaeresis,分音,NOUN,french/C1.csv
fr,C1,898,docilement,docilely,温顺地,ADV,french/C1.csv
fr,C1,899,doctement,learnedly,博学地,ADV,french/C1.csv
fr,C1,900,dogmatique,dogmatic,教条的,ADJ,french/C1.csv
fr,C1,901,dogme,dogma,教条,NOUN,french/C1.csv
fr,C1,902,donateur,donor,捐赠者,NOUN,french/C1.csv
fr,C1,903,dopage,doping,兴奋剂,NOUN,french/C1.csv
fr,C1,904,dortoir,dormitory,宿舍,NOUN,french/C1.csv
fr,C1,905,douane,customs,海关,NOUN,french/C1.csv
fr,C1,906,douanier,customs officer,海关官员,NOUN,french/C1.csv
fr,C1,907,doublement,doubling,加倍,NOUN,french/C1.csv
fr,C1,908,douille,socket,插座,NOUN,french/C1.csv
fr,C1,909,douloureux,painful,痛苦的,ADJ,french/C1.csv
fr,C1,910,doué,gifted,有天赋的,ADJ,french/C1.csv
fr,C1,911,doxa,common opinion,普遍观点,NOUN,french/C1.csv
fr,C1,912,dramaturge,playwright,剧作家,NOUN,french/C1.csv
fr,C1,913,drap,bedsheet,床单,NOUN,french/C1.csv
fr,C1,914,dualité,duality,二元性,NOUN,french/C1.csv
fr,C1,915,duplicité,duplicity,欺骗,NOUN,french/C1.csv
fr,C1,916,durement,harshly,严厉地,ADV,french/C1.csv
fr,C1,917,dynamisme,dynamism,活力,NOUN,french/C1.csv
fr,C1,918,dynastie,dynasty,王朝,NOUN,french/C1.csv
fr,C1,919,dysfonctionnement,malfunction,故障,NOUN,french/C1.csv
fr,C1,920,débarquement,disembarkation,下船,NOUN,french/C1.csv
fr,C1,921,débauche,debauchery,放荡,NOUN,french/C1.csv
fr,C1,922,débit,flow rate,流量,NOUN,french/C1.csv
fr,C1,923,débiteur,debtor,债务人,NOUN,french/C1.csv
fr,C1,924,débloquer,to unblock,解锁,VERB,french/C1.csv
fr,C1,925,déboire,setback,挫折,NOUN,french/C1.csv
fr,C1,926,débordement,overflow,溢出,NOUN,french/C1.csv
fr,C1,927,déborder,to overflow,溢出,VERB,french/C1.csv
fr,C1,928,débouché,outlet,出路,NOUN,french/C1.csv
fr,C1,929,débourser,to pay out,支付,VERB,french/C1.csv
fr,C1,930,débouter,to dismiss,驳回,VERB,french/C1.csv
fr,C1,931,débutant,beginner,初学者,NOUN,french/C1.csv
fr,C1,932,décadence,decadence,衰落,NOUN,french/C1.csv
fr,C1,933,décapiter,to behead,斩首,VERB,french/C1.csv
fr,C1,934,déceler,to detect,察觉,VERB,french/C1.csv
fr,C1,935,décence,decency,得体,NOUN,french/C1.csv
fr,C1,936,décent,decent,得体的,ADJ,french/C1.csv
fr,C1,937,décerner,to award,授予,VERB,french/C1.csv
fr,C1,938,décevant,disappointing,令人失望的,ADJ,french/C1.csv
fr,C1,939,décharger,to unload,卸货,VERB,french/C1.csv
fr,C1,940,déchiffrer,to decipher,破译,VERB,french/C1.csv
fr,C1,941,déchirer,to tear,撕裂,VERB,french/C1.csv
fr,C1,942,déchirure,tear,裂口,NOUN,french/C1.csv
fr,C1,943,déchu,deposed,被废黜的,ADJ,french/C1.csv
fr,C1,944,déchéance,forfeiture,丧失,NOUN,french/C1.csv
fr,C1,945,décideur,decision-maker,决策者,NOUN,french/C1.csv
fr,C1,946,déclenchement,triggering,触发,NOUN,french/C1.csv
fr,C1,947,déclencheur,trigger,触发器,NOUN,french/C1.csv
fr,C1,948,déclic,click,咔哒声,NOUN,french/C1.csv
fr,C1,949,déclinaison,declension,变格,NOUN,french/C1.csv
fr,C1,950,décliner,to decline,拒绝,VERB,french/C1.csv
fr,C1,951,décollage,takeoff,起飞,NOUN,french/C1.csv
fr,C1,952,décoller,to take off,起飞,VERB,french/C1.csv
fr,C1,953,décombres,rubble,瓦砾,NOUN,french/C1.csv
fr,C1,954,décompensation,decompensation,失代偿,NOUN,french/C1.csv
fr,C1,955,décoratif,decorative,装饰性的,ADJ,french/C1.csv
fr,C1,956,décorer,to decorate,装饰,VERB,french/C1.csv
fr,C1,957,découler,to stem from,源于,VERB,french/C1.csv
fr,C1,958,découpage,cutting,切割,NOUN,french/C1.csv
fr,C1,959,découper,to cut up,剪下,VERB,french/C1.csv
fr,C1,960,décourager,to discourage,使气馁,VERB,french/C1.csv
fr,C1,961,décroissance,degrowth,负增长,NOUN,french/C1.csv
fr,C1,962,décryptage,deciphering,破译,NOUN,french/C1.csv
fr,C1,963,dédaigneusement,disdainfully,轻蔑地,ADV,french/C1.csv
fr,C1,964,dédain,disdain,蔑视,NOUN,french/C1.csv
fr,C1,965,dédicace,dedication,题词,NOUN,french/C1.csv
fr,C1,966,dédommagement,compensation,赔偿,NOUN,french/C1.csv
fr,C1,967,déduction,deduction,扣除,NOUN,french/C1.csv
fr,C1,968,déduire,to deduce,推断,VERB,french/C1.csv
fr,C1,969,défaillance,failure,故障,NOUN,french/C1.csv
fr,C1,970,défaire,to undo,解开,VERB,french/C1.csv
fr,C1,971,défavorisé,disadvantaged,处于劣势的,ADJ,french/C1.csv
fr,C1,972,défectueux,defective,有缺陷的,ADJ,french/C1.csv
fr,C1,973,défendeur,defendant,被告,NOUN,french/C1.csv
fr,C1,974,défensif,defensive,防御的,ADJ,french/C1.csv
fr,C1,975,déficitaire,in deficit,亏损的,ADJ,french/C1.csv
fr,C1,976,défier,to challenge,挑战,VERB,french/C1.csv
fr,C1,977,défiler,to parade,游行,VERB,french/C1.csv
fr,C1,978,défiscalisation,tax exemption,免税,NOUN,french/C1.csv
fr,C1,979,déflationniste,deflationary,通货紧缩的,ADJ,french/C1.csv
fr,C1,980,déforestation,deforestation,森林砍伐,NOUN,french/C1.csv
fr,C1,981,déformation,distortion,变形,NOUN,french/C1.csv
fr,C1,982,déférence,deference,敬意,NOUN,french/C1.csv
fr,C1,983,dégagement,clearance,清理,NOUN,french/C1.csv
fr,C1,984,dégrader,to degrade,降低,VERB,french/C1.csv
fr,C1,985,dégringolade,tumble,暴跌,NOUN,french/C1.csv
fr,C1,986,dégrèvement,tax relief,减税,NOUN,french/C1.csv
fr,C1,987,déguisement,disguise,伪装,NOUN,french/C1.csv
fr,C1,988,déguiser,to disguise,伪装,VERB,french/C1.csv
fr,C1,989,dégénérescence,degeneration,退化,NOUN,french/C1.csv
fr,C1,990,déisme,deism,自然神论,NOUN,french/C1.csv
fr,C1,991,déjouer,to thwart,挫败,VERB,french/C1.csv
fr,C1,992,délaisser,to abandon,遗弃,VERB,french/C1.csv
fr,C1,993,délibération,deliberation,审议,NOUN,french/C1.csv
fr,C1,994,délibérativement,deliberatively,审议地,ADV,french/C1.csv
fr,C1,995,délibérément,deliberately,故意地,ADV,french/C1.csv
fr,C1,996,délicatement,delicately,巧妙地,ADV,french/C1.csv
fr,C1,997,délicatesse,delicacy,微妙,NOUN,french/C1.csv
fr,C1,998,délice,delight,愉悦,NOUN,french/C1.csv
fr,C1,999,délinquance,delinquency,犯罪，不良行为,NOUN,french/C1.csv
fr,C1,1000,délinquant,"delinquent, offender",违法者，不良分子,NOUN,french/C1.csv
fr,C1,1001,délivrance,"deliverance, issuance",释放，发放,NOUN,french/C1.csv
fr,C1,1002,délivrer,"to deliver, to issue",解救，发放,VERB,french/C1.csv
fr,C1,1003,déluge,"deluge, flood",洪水，倾盆大雨,NOUN,french/C1.csv
fr,C1,1004,délégation,delegation,代表团，授权,NOUN,french/C1.csv
fr,C1,1005,démantèlement,dismantling,拆除，瓦解,NOUN,french/C1.csv
fr,C1,1006,démarquer,"to stand out, to differentiate",使突出，区别,VERB,french/C1.csv
fr,C1,1007,démence,"dementia, madness",痴呆，疯狂,NOUN,french/C1.csv
fr,C1,1008,démenti,"denial, contradiction",否认，辟谣,NOUN,french/C1.csv
fr,C1,1009,démocratisation,democratization,民主化，普及,NOUN,french/C1.csv
fr,C1,1010,démolir,to demolish,拆除，推翻,VERB,french/C1.csv
fr,C1,1011,démolition,demolition,拆除，破坏,NOUN,french/C1.csv
fr,C1,1012,déni,denial,否认，拒绝,NOUN,french/C1.csv
fr,C1,1013,dénicher,"to unearth, to track down",寻觅，找到,VERB,french/C1.csv
fr,C1,1014,dénonciation,denunciation,告发，谴责,NOUN,french/C1.csv
fr,C1,1015,dénouement,"outcome, ending",结局，解决,NOUN,french/C1.csv
fr,C1,1016,déontologie,professional ethics,职业道德,NOUN,french/C1.csv
fr,C1,1017,dépassement,"overtaking, exceeding",超越，超出,NOUN,french/C1.csv
fr,C1,1018,déplaire,to displease,使不快，惹人讨厌,VERB,french/C1.csv
fr,C1,1019,déplorable,deplorable,可悲的，糟糕的,ADJ,french/C1.csv
fr,C1,1020,déplorer,to deplore,哀悼，悲叹,VERB,french/C1.csv
fr,C1,1021,déployer,"to deploy, unfold",展开，部署,VERB,french/C1.csv
fr,C1,1022,déposition,"testimony, deposition",证词，作证,NOUN,french/C1.csv
fr,C1,1023,dépouille,"remains, spoils",遗体，战利品,NOUN,french/C1.csv
fr,C1,1024,dépouillement,"vote counting, austerity",计票，简朴,NOUN,french/C1.csv
fr,C1,1025,dépourvu,"devoid, lacking",缺乏的，没有的,ADJ,french/C1.csv
fr,C1,1026,dépravation,depravity,堕落，腐败,NOUN,french/C1.csv
fr,C1,1027,dépressif,depressive,抑郁的，压抑的,ADJ,french/C1.csv
fr,C1,1028,déprimé,depressed,沮丧的，消沉的,ADJ,french/C1.csv
fr,C1,1029,dépréciation,depreciation,贬值，跌价,NOUN,french/C1.csv
fr,C1,1030,dérapage,"skid, slip-up",打滑，失控，失言,NOUN,french/C1.csv
fr,C1,1031,dérision,"derision, mockery",嘲笑，愚弄,NOUN,french/C1.csv
fr,C1,1032,dérisoire,"derisory, paltry",可笑的，微不足道的,ADJ,french/C1.csv
fr,C1,1033,dérive,"drift, excess",偏航，失控，越轨,NOUN,french/C1.csv
fr,C1,1034,dérogation,exemption,豁免,NOUN,french/C1.csv
fr,C1,1035,déroute,rout,溃败,NOUN,french/C1.csv
fr,C1,1036,déréliction,dereliction,荒废,NOUN,french/C1.csv
fr,C1,1037,désarmement,disarmament,裁军,NOUN,french/C1.csv
fr,C1,1038,désarroi,dismay,慌乱,NOUN,french/C1.csv
fr,C1,1039,désastreux,disastrous,灾难性的,ADJ,french/C1.csv
fr,C1,1040,désavantage,disadvantage,劣势,NOUN,french/C1.csv
fr,C1,1041,désespéré,desperate,绝望的,ADJ,french/C1.csv
fr,C1,1042,déshydratation,dehydration,脱水,NOUN,french/C1.csv
fr,C1,1043,désinvestissement,disinvestment,撤资,NOUN,french/C1.csv
fr,C1,1044,désireux,desirous,渴望的,ADJ,french/C1.csv
fr,C1,1045,désobéissance,disobedience,不服从,NOUN,french/C1.csv
fr,C1,1046,désolation,desolation,荒凉,NOUN,french/C1.csv
fr,C1,1047,déstabiliser,to destabilize,使不稳定,VERB,french/C1.csv
fr,C1,1048,détachement,detachment,超然,NOUN,french/C1.csv
fr,C1,1049,détacher,to detach,解开,VERB,french/C1.csv
fr,C1,1050,détailler,to detail,详述,VERB,french/C1.csv
fr,C1,1051,détecteur,detector,探测器,NOUN,french/C1.csv
fr,C1,1052,détection,detection,探测,NOUN,french/C1.csv
fr,C1,1053,détenteur,holder,持有者,NOUN,french/C1.csv
fr,C1,1054,déterminant,decisive,决定性的,ADJ,french/C1.csv
fr,C1,1055,déterminisme,determinism,决定论,NOUN,french/C1.csv
fr,C1,1056,détestable,detestable,可恶的,ADJ,french/C1.csv
fr,C1,1057,détournement,embezzlement,挪用,NOUN,french/C1.csv
fr,C1,1058,détracteur,detractor,诽谤者,NOUN,french/C1.csv
fr,C1,1059,détresse,distress,危难,NOUN,french/C1.csv
fr,C1,1060,détroit,strait,海峡,NOUN,french/C1.csv
fr,C1,1061,détérioration,deterioration,恶化,NOUN,french/C1.csv
fr,C1,1062,développeur,developer,开发者,NOUN,french/C1.csv
fr,C1,1063,dévergondage,licentiousness,放荡,NOUN,french/C1.csv
fr,C1,1064,déviation,deviation,偏离,NOUN,french/C1.csv
fr,C1,1065,dévier,to deviate,偏离,VERB,french/C1.csv
fr,C1,1066,dévorer,to devour,吞食,VERB,french/C1.csv
fr,C1,1067,dévotement,devoutly,虔诚地,ADV,french/C1.csv
fr,C1,1068,dévotion,devotion,虔诚,NOUN,french/C1.csv
fr,C1,1069,dévouement,dedication,奉献,NOUN,french/C1.csv
fr,C1,1070,dévoué,devoted,忠诚的,ADJ,french/C1.csv
fr,C1,1071,dôme,dome,圆顶,NOUN,french/C1.csv
fr,C1,1072,dûment,duly,适当地,ADV,french/C1.csv
fr,C1,1073,ecclésiastique,ecclesiastical,教会的,ADJ,french/C1.csv
fr,C1,1074,effacement,erasure,擦除,NOUN,french/C1.csv
fr,C1,1075,effarement,dismay,惊恐,NOUN,french/C1.csv
fr,C1,1076,effraction,break-in,非法侵入,NOUN,french/C1.csv
fr,C1,1077,effrayant,frightening,令人恐惧的,ADJ,french/C1.csv
fr,C1,1078,effrayer,to frighten,使惊恐,VERB,french/C1.csv
fr,C1,1079,effroi,dread,恐惧,NOUN,french/C1.csv
fr,C1,1080,elfe,elf,精灵,NOUN,french/C1.csv
fr,C1,1081,ellipse,ellipsis,省略,NOUN,french/C1.csv
fr,C1,1082,emballage,packaging,包装,NOUN,french/C1.csv
fr,C1,1083,embarquement,boarding,登机,NOUN,french/C1.csv
fr,C1,1084,embarquer,to board,登机,VERB,french/C1.csv
fr,C1,1085,embaucher,to hire,雇佣,VERB,french/C1.csv
fr,C1,1086,embellie,upturn,好转,NOUN,french/C1.csv
fr,C1,1087,emblème,emblem,徽章,NOUN,french/C1.csv
fr,C1,1088,emblématique,emblematic,标志性的,ADJ,french/C1.csv
fr,C1,1089,embolie,embolism,栓塞,NOUN,french/C1.csv
fr,C1,1090,embouchure,river mouth,河口,NOUN,french/C1.csv
fr,C1,1091,embouteillage,traffic jam,交通拥堵,NOUN,french/C1.csv
fr,C1,1092,embryon,embryo,胚胎,NOUN,french/C1.csv
fr,C1,1093,embuscade,ambush,埋伏,NOUN,french/C1.csv
fr,C1,1094,emmerder,to annoy,使厌烦,VERB,french/C1.csv
fr,C1,1095,emphase,emphasis,强调,NOUN,french/C1.csv
fr,C1,1096,emphatiquement,emphatically,强调地,ADV,french/C1.csv
fr,C1,1097,emphytéose,long lease,长期租约,NOUN,french/C1.csv
fr,C1,1098,empirique,empirical,经验主义的,ADJ,french/C1.csv
fr,C1,1099,empoisonner,to poison,毒害,VERB,french/C1.csv
fr,C1,1100,emportement,outburst,暴怒,NOUN,french/C1.csv
fr,C1,1101,emprunt,loan,借款,NOUN,french/C1.csv
fr,C1,1102,emprunteur,borrower,借款人,NOUN,french/C1.csv
fr,C1,1103,encadrer,to supervise,管理,VERB,french/C1.csv
fr,C1,1104,encaisser,to cash; to take a blow,兑现；承受打击,VERB,french/C1.csv
fr,C1,1105,enchaîner,to chain; to link together,用链条锁住；连贯,VERB,french/C1.csv
fr,C1,1106,enclin,inclined; prone,倾向于；易于,ADJ,french/C1.csv
fr,C1,1107,enclos,enclosure; pen,围场；圈地,NOUN,french/C1.csv
fr,C1,1108,encourageant,encouraging,令人鼓舞的,ADJ,french/C1.csv
fr,C1,1109,encyclopédie,encyclopedia,百科全书,NOUN,french/C1.csv
fr,C1,1110,endommager,to damage,损坏,VERB,french/C1.csv
fr,C1,1111,enduit,coating; plaster,涂层；灰泥,NOUN,french/C1.csv
fr,C1,1112,endurer,to endure,忍受,VERB,french/C1.csv
fr,C1,1113,endémie,endemic disease,地方病,NOUN,french/C1.csv
fr,C1,1114,enflammer,to ignite; to inflame,点燃；激怒,VERB,french/C1.csv
fr,C1,1115,enfoncer,to drive in; to break down,敲入；攻破,VERB,french/C1.csv
fr,C1,1116,engendrer,to generate; to beget,产生；引起,VERB,french/C1.csv
fr,C1,1117,engrais,fertilizer,肥料,NOUN,french/C1.csv
fr,C1,1118,enjambement,enjambment,跨行,NOUN,french/C1.csv
fr,C1,1119,enlumineur,illuminator,彩饰画家,NOUN,french/C1.csv
fr,C1,1120,enluminure,illumination,彩饰画,NOUN,french/C1.csv
fr,C1,1121,enquêter,to investigate,调查,VERB,french/C1.csv
fr,C1,1122,enquêteur,investigator,调查员,NOUN,french/C1.csv
fr,C1,1123,enrichissement,enrichment,丰富；浓缩,NOUN,french/C1.csv
fr,C1,1124,enseigne,sign; brand,招牌；品牌,NOUN,french/C1.csv
fr,C1,1125,ensoleillé,sunny,阳光充足的,ADJ,french/C1.csv
fr,C1,1126,entamer,to begin; to cut into,开始；切开,VERB,french/C1.csv
