Arabic_Lemma,English_Lemma,Chinese_Lemma,POS
تصد,repelling,阻挡,VERB
رادع,deterrent,威慑,NOUN
قمعي,repressive,镇压的,ADJ
بطش,oppression,压迫,NOUN
تنكيل,abuse,虐待,NOUN
تعذيب,torture,酷刑,NOUN
مساس,infringement,侵犯,NOUN
تعسف,arbitrariness,专横,NOUN
تعسفي,arbitrary,任意的,ADJ
شطط,abuse of power,滥用权力,NOUN
عسكرة,militarization,军事化,NOUN
عسكري,military,军事的,ADJ
تجنيدية,conscription,征兵,NOUN
احتياط,reserve,预备,NOUN
استنفار,mobilization,动员,NOUN
تأهب,readiness,准备,NOUN
جاهزية,readiness,准备就绪,NOUN
يقظة,vigilance,警惕,NOUN
استباقية,proactive,主动的,ADJ
احترازي,precautionary,预防的,ADJ
هاجس,obsession,执念,NOUN
هواجس,concerns,担忧,NOUN
تهديدات,threats,威胁,NOUN
مخاطر,risks,风险,NOUN
مخاطرة,risk,风险,NOUN
ثغرة,loophole,漏洞,NOUN
ثغرات,loopholes,漏洞,NOUN
انفلات,lawlessness,失控,NOUN
فوضى,chaos,混乱,NOUN
فلتان,breakdown of order,秩序崩溃,NOUN
استتباب,stability,稳定,NOUN
زعزعة,destabilization,动摇,NOUN
إعلامي,media,媒体的,ADJ
إعلاميون,media professionals,媒体从业者,NOUN
مراسلون,correspondents,记者,NOUN
محرر,editor,编辑,NOUN
عمود,column,专栏,NOUN
عمودي,vertical,垂直的,ADJ
روبورتاج,reportage,报道,NOUN
تصريحات,statements,声明,NOUN
مصادر,sources,来源,NOUN
حصري,exclusive,独家的,ADJ
حصرية,exclusivity,独家性,NOUN
مستجد,new development,新进展,NOUN
منابر,platforms,平台,NOUN
وسائط,media,媒体,NOUN
ورقي,paper-based,纸质的,ADJ
انتشاري,viral,病毒式传播的,ADJ
مقروئية,readability,可读性,NOUN
إشهاري,advertising,广告的,ADJ
أخلاقيات,ethics,伦理,NOUN
ميثاقي,charter-based,基于章程的,ADJ
فبركة,fabrication,捏造,NOUN
متحيز,biased,有偏见的,ADJ
تحقق,verification,核实,NOUN
تثبت,verification,确认,NOUN
استقصائي,investigative,调查的,ADJ
أرشيفي,archival,档案的,ADJ
ترهيب,intimidation,恐吓,NOUN
تكميم,muzzling,封口,NOUN
إسكات,silencing,使沉默,NOUN
مضايقة,harassment,骚扰,NOUN
مضايقات,harassments,骚扰行为,NOUN
ملاحقات,prosecutions,起诉,NOUN
شيطنة,demonization,妖魔化,NOUN
خائن,traitor,叛徒,NOUN
تدوينة,blog post,博文,NOUN
إثراء,enrichment,丰富,NOUN
اغتناء,getting rich,致富,NOUN
ثراء,wealth,财富,NOUN
فاحش,obscene,淫秽的,ADJ
نهب,plundering,掠夺,NOUN
سلب,robbery,抢劫,NOUN
استنزاف,depletion,消耗,NOUN
شبهة,suspicion,嫌疑,NOUN
شبهات,suspicions,嫌疑,NOUN
مشبوه,suspicious,可疑的,ADJ
محسوبيات,cronyism,任人唯亲,NOUN
سن,to enact,颁布,VERB
اقترع,to vote,投票,VERB
رشح,to nominate,提名,VERB
انتخب,to elect,选举,VERB
فاز,to win,获胜,VERB
اكتسح,to sweep,横扫,VERB
تصدر,to lead,领先,VERB
تزعم,to lead,领导,VERB
تولى,to assume office,就职,VERB
استوزر,to become minister,出任部长,VERB
خلف,to succeed,继任,VERB
ناب,to deputize,代理,VERB
أناط,to entrust,委托,VERB
كلف,to task,指派,VERB
أوكل,to entrust,托付,VERB
ائتمن,to entrust,信任,VERB
استبد,to act despotically,专横,VERB
تسلط,to tyrannize,暴虐,VERB
هيمن,to dominate,支配,VERB
بسط,to extend,扩展,VERB
أخضع,to subjugate,征服,VERB
خضع,to submit,屈服,VERB
امتثل,to comply,遵从,VERB
انصاع,to obey,顺从,VERB
رضخ,to yield,让步,VERB
تنصل,to disavow,推卸,VERB
راوغ,to evade,回避,VERB
سوف,to procrastinate,拖延,VERB
أجهض,to foil,挫败,VERB
أفشل,to make fail,使失败,VERB
زعزع,to destabilize,动摇,VERB
أطاح,to topple,推翻,VERB
استولى,to seize,夺取,VERB
اغتصب,to usurp,篡夺,VERB
انتزع,to wrest,夺取,VERB
استعاد,to regain,收回,VERB
ضم,to annex,吞并,VERB
ألحق,to attach,附加,VERB
احتل,to occupy,占领,VERB
استعمر,to colonize,殖民,VERB
حرر,to liberate,解放,VERB
استقل,to become independent,独立,VERB
انفصل,to secede,分离,VERB
اتحد,to unite,联合,VERB
ائتلف,to form a coalition,结盟,VERB
انشق,to defect,叛变,VERB
انضم,to join,加入,VERB
قاطع,to boycott,抵制,VERB
انسلخ,to break away,脱离,VERB
تنكر,to renege,背弃,VERB
نكث,to break a pledge,违背誓言,VERB
أخل,to breach,违反,VERB
امتنع,to abstain,弃权,VERB
أحجم,to refrain,退缩,VERB
حاكم,ruler,统治者,NOUN
محكوم,sentenced,被判刑的,ADJ
مراقب,observer,观察员,NOUN
محاور,interlocutor,对话者,NOUN
مفاوض,negotiator,谈判代表,NOUN
معتمد,accredited,被认可的,ADJ
مخول,authorized,被授权的,ADJ
مزاول,practicing,执业的,ADJ
ممارس,practitioner,从业者,NOUN
محنك,seasoned,经验丰富的,ADJ
مخضرم,veteran,老练的,ADJ
صاعد,rising,崛起的,ADJ
واعد,promising,有前途的,ADJ
مغادر,outgoing,离任的,ADJ
مؤقت,interim,临时的,ADJ
انتقالي,transitional,过渡的,ADJ
تصريفي,morphological,形态的,ADJ
شرفي,honorary,荣誉的,ADJ
فخري,honorary,荣誉的,ADJ
فعلي,de facto,事实上的,ADJ
حكومي,governmental,政府的,ADJ
رئاسي,presidential,总统的,ADJ
ملكي,royal,皇家的,ADJ
أميري,emiri,埃米尔的,ADJ
سلطاني,sultanic,苏丹的,ADJ
إمبراطوري,imperial,帝国的,ADJ
جمهوري,republican,共和的,ADJ
اتحادي,federal,联邦的,ADJ
كونفدرالي,confederal,邦联的,ADJ
مركزي,central,中央的,ADJ
محلي,local,地方的,ADJ
عمومي,public,公共的,ADJ
خصوصي,private,私人的,ADJ
مختلط,mixed,混合的,ADJ
أمنوقراطي,securocratic,安全官僚的,ADJ
انتخابوي,electoralist,选举主义的,ADJ
حزبي,partisan,党派的,ADJ
إضرابي,strike-related,罢工的,ADJ
محتج,protester,抗议者,NOUN
متظاهر,demonstrator,示威者,NOUN
معتصم,sit-in participant,静坐抗议者,NOUN
حقوقي,human rights,人权的,ADJ
حقوقية,human rights work,人权工作,NOUN
جمعوي,associative,社团的,ADJ
منتظم,organized,有组织的,ADJ
منضبط,disciplined,守纪律的,ADJ
ملتزم,committed,坚定的,ADJ
متعاون,cooperative,合作的,ADJ
ضالع,involved,卷入的,ADJ
متورط,implicated,牵连的,ADJ
مدبر,mastermind,策划者,NOUN
محرض,instigator,煽动者,NOUN
مسؤولون,officials,官员,NOUN
متحكم,controlling,控制的,ADJ
مهيمن,dominant,占主导地位的,ADJ
مستبد,despot,专制者,NOUN
متسلط,domineering,专横的,ADJ
طاغية,tyrant,暴君,NOUN
عتو,insolence,傲慢,NOUN
استعلاء,arrogance,傲慢,NOUN
عنجهية,arrogance,傲慢,NOUN
تعنت,obstinacy,顽固,NOUN
تصلب,intransigence,不妥协,NOUN
براغماتي,pragmatist,实用主义者,NOUN
واقعي,realist,现实主义者,NOUN
مثالي,idealist,理想主义者,NOUN
طوباوي,utopian,乌托邦的,ADJ
عقائدي,ideological,意识形态的,ADJ
إيديولوجي,ideological,意识形态的,ADJ
إيديولوجيا,ideology,意识形态,NOUN
مرجعية,frame of reference,参照系,NOUN
مرجعيات,references,参考,NOUN
ثوابت,constants,常量,NOUN
متغيرات,variables,变量,NOUN
مسلمات,axioms,公理,NOUN
بديهيات,axioms,自明之理,NOUN
لغط,clamor,喧哗,NOUN
جدل,controversy,争议,NOUN
سجال,polemic,论战,NOUN
مساجلة,debate,辩论,NOUN
مناكفة,bickering,争吵,NOUN
مهاترة,mudslinging,诽谤,NOUN
مهاترات,mudslinging exchanges,互相诽谤,NOUN
تراشق,exchange of accusations,互相指责,NOUN
تلاسن,verbal sparring,言语交锋,NOUN
تنابز,name-calling,互相辱骂,NOUN
قدح,disparagement,诽谤,NOUN
ذم,censure,谴责,NOUN
تنقيص,belittling,贬低,NOUN
تبخيس,undervaluing,轻视,NOUN
تسفيه,ridiculing,嘲弄,NOUN
استفزاز,provocation,挑衅,NOUN
استفزازي,provocative,挑衅的,ADJ
إشكالية,problematic issue,难题,NOUN
معضلة,dilemma,困境,NOUN
مأزق,impasse,僵局,NOUN
انسداد,deadlock,僵局,NOUN
انفراجة,breakthrough,突破,NOUN
ملموسية,tangibility,具体性,NOUN
مأمول,hoped-for,期望的,ADJ
منشود,sought-after,追求的,ADJ
مرتقب,anticipated,预期的,ADJ
محدق,looming,迫在眉睫的,ADJ
داهم,pressing,紧迫的,ADJ
إلحاحية,urgency,紧迫性,NOUN
استعجالية,urgency,紧急性,NOUN
تقنين,codification,法典化,NOUN
مواءمة,harmonization,协调,NOUN
تأصيل,grounding,扎根,NOUN
تبيئة,contextualization,本土化,NOUN
أقلمة,acclimatization,适应,NOUN
تدويل,internationalization,国际化,NOUN
أدلجة,ideologization,意识形态化,NOUN
أمننة,securitization,安全化,NOUN
سلعنة,commodification,商品化,NOUN
عصرنة,modernization,现代化,NOUN
فرنسة,Frenchification,法国化,NOUN
تدجين,domestication,驯化,NOUN
تجفيف,drying up,枯竭,NOUN
تحجيم,curbing,遏制,NOUN
تقزيم,belittling,贬低,NOUN
تمييع,dilution,稀释,NOUN
تسطيح,trivialization,浅薄化,NOUN
تهوين,downplaying,轻描淡写,NOUN
تطمين,reassurance,安抚,NOUN
تجذر,entrenchment,根深蒂固,NOUN
تكريس,enshrinement,确立,NOUN
ترسيخ,consolidation,巩固,NOUN
تسقيط,discrediting,抹黑,NOUN
تصفير,zeroing,归零,NOUN
تركيع,forcing submission,迫使屈服,NOUN
دولنة,statization,国有化,NOUN
تعاقب,succession,交替,NOUN
تحصين,immunization,免疫,NOUN
ضخ,pumping,注入,NOUN
اقتطع,to deduct,扣除,VERB
أنفق,to spend,花费,VERB
ارتشى,to take bribes,受贿,VERB
ابتز,to blackmail,敲诈,VERB
زور,to forge,伪造,VERB
دلس,to defraud,欺骗,VERB
احتال,to swindle,诈骗,VERB
اختلس,to embezzle,贪污,VERB
نسق,to coordinate,协调,VERB
أدرج,to include,列入,VERB
استصدر,to obtain issuance,申请签发,VERB
تدارس,to study jointly,共同研究,VERB
تباحث,to hold talks,磋商,VERB
تحاور,to dialogue,对话,VERB
تعاهد,to pledge mutually,相互承诺,VERB
اسْتَنَاطَ,to interrogate,审问,VERB
زَكَّى,to purify/certify,净化/认证,VERB
سَوَّغَ,to justify,证明...正当,VERB
مَأَّسَ,to institutionalize,制度化,VERB
دَسَّرَ,to constitutionalize,宪法化,VERB
رَقْمَنَ,to digitalize,数字化,VERB
حَوْسَبَ,to computerize,计算机化,VERB
أَتْمَتَ,to automate,自动化,VERB
عَصَّرَ,to modernize,现代化,VERB
تَسْنِيد,securitization,证券化,NOUN
تَوْرِيق,securitization,证券化,NOUN
تَصْكِيك,sukuk issuance,伊斯兰债券发行,NOUN
تَظْهِير,endorsement,背书,NOUN
كَمْبِيَالَة,bill of exchange,汇票,NOUN
سَفْتَجَة,promissory note,本票,NOUN
تَخَارُج,divestment,撤资,NOUN
اسْتِحْوَاذ,acquisition,收购,NOUN
تَمَلُّك,acquisition of ownership,取得所有权,NOUN
احْتِضَان,incubation,孵化,NOUN
حَاضِنَة,incubator,孵化器,NOUN
تَحْفِيز,incentivization,激励,NOUN
مُحَفِّز,incentive,激励因素,NOUN
إِغْرَاء,enticement,诱惑,NOUN
مُغْرِيَة,temptation,诱惑物,NOUN
حَافِز,incentive,动力,NOUN
إِعْفَاء,exemption,豁免,NOUN
إِنْمَاء,development,发展,NOUN
مَقْبُوضَات,receipts,收款,NOUN
مَدْفُوعَات,payments,付款,NOUN
مَصَارِيف,expenditures,支出,NOUN
عُمُومِيَّة,general assembly,股东大会,NOUN
لَائِحَة,regulations,规章,NOUN
صَوْت,vote,选票,NOUN
مُمَثِّل,representative,代表,NOUN
مُلَاحِظ,observer,观察员,NOUN
محلف,juror,陪审员,NOUN
نكول,refusal to take oath,拒绝宣誓,NOUN
تطاول,encroachment,侵犯,NOUN
تعدّ,transgression,侵犯,NOUN
تعدي,transgression,侵犯,NOUN
غصب,usurpation,篡夺,NOUN
استرداد,recovery,恢复,NOUN
إحقاق,upholding of rights,维护权利,NOUN
ترصّد,stalking,跟踪,NOUN
اقتفاء,tracking,追踪,NOUN
مستند,document,文件,NOUN
انكشاف,exposure,暴露,NOUN
منعة,invulnerability,不可侵犯,NOUN
ردعية,deterrent,威慑,NOUN
إجلاء,evacuation,疏散,NOUN
درك,gendarmerie,宪兵,NOUN
مانشيت,banner headline,通栏大标题,NOUN
عنونة,titling,加标题,NOUN
كاريكاتوري,caricatural,漫画的,ADJ
تنويه,notice,声明,NOUN
توضيح,clarification,澄清,NOUN
تكذيب,denial,否认,NOUN
تصويب,correction,纠正,NOUN
تلفزي,televised,电视的,ADJ
إذاعي,broadcast,广播的,ADJ
منشط,host,主持人,NOUN
سمعي,auditory,听觉的,ADJ
بصري,visual,视觉的,ADJ
شأن,affair,事务,NOUN
وجيه,notable,显要,ADJ
عمدة,mayor,市长,NOUN
ممأسس,institutionalized,制度化的,ADJ
ممنهج,systematic,系统的,ADJ
مدروس,well-considered,深思熟虑的,ADJ
متسرع,hasty,仓促的,ADJ
ارتجالي,improvised,即兴的,ADJ
تخبط,floundering,不知所措,NOUN
حازم,resolute,坚决的,ADJ
متهاون,negligent,疏忽的,ADJ
تهاون,negligence,疏忽,NOUN
تراخ,slackness,松懈,NOUN
تخاذل,failure to act,退缩,NOUN
أممي,international,国际的,ADJ
قنصلي,consular,领事的,ADJ
بعثة,mission,代表团,NOUN
بعثات,missions,代表团,NOUN
وفود,delegations,代表团,NOUN
مفوض,commissioner,专员,NOUN
باشوية,pashalik,帕夏辖区,NOUN
ملحقة,annex,附属机构,NOUN
مقاطعات,districts,地区,NOUN
جهات,regions,地区,NOUN
أقاليم,provinces,省份,NOUN
عمالات,prefectures,省,NOUN
جماعات,communes,公社,NOUN
مجالس,councils,委员会,NOUN
منتديات,forums,论坛,NOUN
محافل,forums,论坛,NOUN
محفل,forum,论坛,NOUN
أروقة,corridors,走廊,NOUN
رواق,corridor,走廊,NOUN
دهاليز,corridors,走廊,NOUN
خبايا,secrets,秘密,NOUN
خفايا,hidden matters,隐秘之事,NOUN
مضمرات,hidden intentions,隐晦之意,NOUN
نوايا,intentions,意图,NOUN
مرام,aims,目标,NOUN
مَأْرَب,goal,目标,NOUN
مَقْصِد,purpose,目的,NOUN
غَايَة,aim,宗旨,NOUN
مَرْمَى,objective,目标,NOUN
تَوَجُّه,orientation,取向,NOUN
تَطَلُّع,aspiration,抱负,NOUN
طُمُوح,ambition,雄心,NOUN
اِنْتِظَار,expectation,期望,NOUN
مَطْمَع,greedy ambition,贪欲,NOUN
مَطْمَح,aspiration,抱负,NOUN
طَمَع,covetousness,野心,NOUN
نَهَم,voracity,贪婪,NOUN
شَرَه,gluttony,贪吃,NOUN
اِسْتِشْرَاء,proliferation of evil,蔓延,NOUN
تَفَشٍّ,spreading,传播,NOUN
اِسْتِفْحَال,aggravation,恶化,NOUN
تَفَاقُم,exacerbation,加剧,NOUN
اِحْتِدَام,intensification,激烈化,NOUN
تَأَزُّم,crisis deepening,危机,NOUN
أَزْمَة,crisis,危机,NOUN
مَأْزُوم,crisis-ridden,陷入危机的,ADJ
مُتَأَزِّم,aggravated,恶化的,ADJ
اِنْتِكَاس,setback,挫折,NOUN
نَكْسَة,setback,挫折,NOUN
إِخْفَاق,failure,失败,NOUN
تَعَثُّر,stumble,绊脚石,NOUN
عَقَبَة,obstacle,障碍,NOUN
عَائِق,impediment,阻碍,NOUN
مِشْرَط,scalpel,手术刀,NOUN
خِيَاطَة,suture,缝合,NOUN
تَخْدِير,anesthesia,麻醉,NOUN
مُخَدِّر,anesthetic,麻醉剂,NOUN
تَعْقِيم,sterilization,消毒,NOUN
مُعَقِّم,disinfectant,消毒剂,NOUN
تَطْعيم,vaccination,疫苗接种,NOUN
لِقاح,vaccine,疫苗,NOUN
مَناعة,immunity,免疫力,NOUN
مُضادّ,antibody,抗体,NOUN
جُرْثومة,germ,细菌,NOUN
عَدْوى,infection,感染,NOUN
وَباء,epidemic,流行病,NOUN
جائِحة,pandemic,大流行病,NOUN
تَشْخيص,diagnosis,诊断,NOUN
مُعالَجة,treatment,治疗,NOUN
اِسْتِشْفاء,recovery,康复,NOUN
نَقاهة,convalescence,康复期,NOUN
وِراثة,heredity,遗传,NOUN
سُلالة,strain,菌株,NOUN
طَفْرة,mutation,突变,NOUN
خَلِيّة,cell,细胞,NOUN
نَسيج,tissue,组织,NOUN
غُدّة,gland,腺体,NOUN
هُرْمون,hormone,激素,NOUN
إِنْزيم,enzyme,酶,NOUN
أَيْض,metabolism,新陈代谢,NOUN
مَناعِيّ,immune,免疫的,ADJ
سَرَطانِيّ,cancerous,癌性的,ADJ
وَرَمِيّ,tumoral,肿瘤的,ADJ
خَبيث,malignant,恶性的,ADJ
حَميد,benign,良性的,ADJ
حادّ,acute,急性的,ADJ
سُمِّيّ,toxic,有毒的,ADJ
مُسَكِّن,painkiller,止痛药,NOUN
مُهَدِّئ,sedative,镇静剂,NOUN
مُنَبِّه,stimulant,兴奋剂,NOUN
مُضادّات,antibiotics,抗生素,NOUN
جَرْعة,dose,剂量,NOUN
وَصْفة,prescription,处方,NOUN
عَقَّار,drug / medication,药物 / 药剂,NOUN
صَيْدَلَة,pharmacy,药学,NOUN
صَيْدَلَانِيّ,pharmaceutical,药学的,ADJ
تَشْرِيح,anatomy / dissection,解剖学 / 解剖,NOUN
فِسْيُولُوجْيَا,physiology,生理学,NOUN
مَرَضِيّ,pathological,病理的,ADJ
عَرَضِيّ,symptomatic,症状的,ADJ
اِلْتِهَاب,inflammation,炎症,NOUN
تَوَرُّم,swelling,肿胀,NOUN
نَزِيف,hemorrhage,出血,NOUN
خَثْرَة,clot,血栓,NOUN
تَخَثُّر,coagulation,凝血,NOUN
شَلَل,paralysis,瘫痪,NOUN
تَشَنُّج,spasm / convulsion,痉挛 / 抽搐,NOUN
صُدَاع,headache,头痛,NOUN
دُوَار,vertigo / dizziness,眩晕 / 头晕,NOUN
غَثَيَان,nausea,恶心,NOUN
حُمَّى,fever,发烧,NOUN
اِرْتِعَاش,tremor,震颤,NOUN
اِخْتِنَاق,suffocation,窒息,NOUN
جَفَاف,dehydration / dryness,脱水 / 干燥,NOUN
هُزَال,emaciation,消瘦,NOUN
رَضّ,contusion / trauma,挫伤 / 外伤,NOUN
كَسْر,fracture,骨折,NOUN
خَلْع,dislocation,脱臼,NOUN
جَبْر,setting / splinting,骨折复位 / 固定,NOUN
تَضْمِيد,bandaging,包扎,NOUN
قَثْطَرَة,catheter,导管,NOUN
مِبْضَع,lancet,柳叶刀 / 刺血针,NOUN
مِنْظَار,endoscope,内窥镜,NOUN
تَنْظِير,endoscopy,内窥镜检查,NOUN
أَشِعَّة,radiography / rays,射线 / 放射,NOUN
تَصْوِير,imaging,成像,NOUN
رَنِين,resonance,共振,NOUN
مِرْقَاب,monitor,监视器,NOUN
نَبْض,pulse,脉搏,NOUN
ضَغْط,pressure,压力,NOUN
سُكَّرِيّ,diabetic,糖尿病的,ADJ
ضَغْطِيّ,hypertensive,高血压的,ADJ
قَلْبِيّ,cardiac,心脏的,ADJ
رِئَوِيّ,pulmonary,肺的,ADJ
كَبِدِيّ,hepatic,肝的,ADJ
كُلَوِيّ,renal,肾的,ADJ
دِماغِيّ,cerebral,大脑的,ADJ
هَضْمِيّ,digestive,消化的,ADJ
تَنَفُّسِيّ,respiratory,呼吸的,ADJ
مَفْصِلِيّ,articular,关节的,ADJ
عَظْمِيّ,osseous,骨的,ADJ
جِلْدِيّ,dermal,皮肤的,ADJ
بَصَرِيّ,visual,视觉的,ADJ
سَمْعِيّ,auditory,听觉的,ADJ
ذَرّة,atom,原子,NOUN
جُزَيْء,molecule,分子,NOUN
نَواة,nucleus,原子核,NOUN
إِلِكْترون,electron,电子,NOUN
بُرُوتون,proton,质子,NOUN
أَيُون,ion,离子,NOUN
نَظير,isotope,同位素,NOUN
عُنْصُر,element,元素,NOUN
مُرَكَّب,compound,化合物,NOUN
مِزيج,mixture,混合物,NOUN
مَحْلول,solution,溶液,NOUN
مُذيب,solvent,溶剂,NOUN
مُذاب,solute,溶质,NOUN
تَفاعُل,reaction,反应,NOUN
تَحْفيز,catalysis,催化,NOUN
حَفّاز,catalyst,催化剂,NOUN
تَأَكْسُد,oxidation,氧化,NOUN
اِخْتِزال,reduction,还原,NOUN
حُموضة,acidity,酸度,NOUN
قَلَوِيَّة,alkalinity,碱度,NOUN
تَبَخُّر,evaporation,蒸发,NOUN
تَكاثُف,condensation,冷凝,NOUN
تَسامٍ,sublimation,升华,NOUN
اِنْصِهار,melting,熔化,NOUN
تَجَمُّد,freezing,凝固,NOUN
اِنْحِلال,dissolution,溶解,NOUN
تَرَسُّب,sedimentation,沉淀,NOUN
كَثافَة,density,密度,NOUN
لُزوجة,viscosity,粘度,NOUN
مُرونَة,elasticity,弹性,NOUN
صَلابَة,hardness,硬度,NOUN
هَشاشَة,brittleness,脆性,NOUN
مُوصِّلِيَّة,conductivity,导电性,NOUN
مِغْناطيسِيَّة,magnetism,磁性,NOUN
كَهْرَباء,electricity,电,NOUN
إِشْعاع,radiation,辐射,NOUN
طَيْف,spectrum,光谱,NOUN
تَرَدُّد,frequency,频率,NOUN
مَوْجَة,wave,波,NOUN
ذَبْذَبَة,oscillation,振荡,NOUN
اِهْتِزاز,vibration,振动,NOUN
زَخَم,momentum,动量,NOUN
عَزْم,torque,力矩,NOUN
قُصور,inertia,惯性,NOUN
جاذِبِيَّة,gravity,重力,NOUN
اِحْتِكاك,friction,摩擦,NOUN
حَرارِيّ,thermal,热的,ADJ
ضَوْئِيّ,optical,光学的,ADJ
نَوَوِيّ,nuclear,核的,ADJ
ذَرِّيّ,atomic,原子的,ADJ
جُزَيْئِيّ,molecular,分子的,ADJ
كَمِّيّ,quantum,量子的,ADJ
كَيْفِيّ,qualitative,定性的,ADJ
تَجْريبِيّ,experimental,实验的,ADJ
نَظَرِيّ,theoretical,理论的,ADJ
رَصْدِيّ,observational,观测的,ADJ
مِجْهَر,microscope,显微镜,NOUN
تِلِسْكوب,telescope,望远镜,NOUN
مِطْياف,spectrometer,光谱仪,NOUN
مِقْياس,gauge / meter,量规 / 仪表,NOUN
مِعْيار,standard / criterion,标准 / 准则,NOUN
مُعايَرة,calibration,校准,NOUN
عَيِّنة,sample,样品,NOUN
رَواسِب,sediments / deposits,沉积物 / 矿床,NOUN
بَلّورة,crystal,晶体,NOUN
تَبَلْوُر,crystallization,结晶,NOUN
سَبيكة,alloy,合金,NOUN
خام,raw / ore,原 / 矿石,ADJ
مَعْدِن,mineral / metal,矿物 / 金属,NOUN
لافِلِزّ,nonmetal,非金属,NOUN
مَسامِيّة,porosity,孔隙率,NOUN
اِنْتِشار,diffusion / spread,扩散 / 传播,NOUN
نَفاذِيّة,permeability,渗透性,NOUN
هَنْدَسة,engineering,工程,NOUN
مُهَنْدِس,engineer,工程师,NOUN
تَصْميم,design,设计,NOUN
مُخَطَّط,blueprint / diagram,蓝图 / 图表,NOUN
رَسْم,drawing,绘图 / 图纸,NOUN
نَمْذَجة,modeling,建模,NOUN
مُحاكاة,simulation,模拟,NOUN
نَموذَج,model / prototype,模型 / 原型,NOUN
مُجَسَّم,3d model / solid,3D模型 / 实体,NOUN
تَجْميع,assembly,装配,NOUN
تَرْكيب,installation / assembly,安装 / 组装,NOUN
تَفْكيك,disassembly,拆卸,NOUN
لِحام,welding,焊接,NOUN
لَحّام,welder,焊工,NOUN
سَبْك,casting,铸造,NOUN
صَهْر,smelting,熔炼,NOUN
طَرْق,forging,锻造,NOUN
دِرْفَلة,rolling,轧制,NOUN
خِراطة,lathing / turning,车削,NOUN
مِخْرَطة,lathe,车床,NOUN
مِثْقاب,drill,钻头,NOUN
مِطْرَقة,hammer,锤子,NOUN
مِفَكّ,screwdriver,螺丝刀,NOUN
بُرْغِيّ,screw,螺丝,NOUN
صامولة,nut,螺母,NOUN
مِسْمار,nail,钉子,NOUN
تُرْس,gear,齿轮,NOUN
مِحْوَر,axis / axle,轴,NOUN
مَحْمِل,bearing,轴承,NOUN
رافِعة,lever / crane,杠杆 / 起重机,NOUN
بَكَرة,pulley,滑轮,NOUN
مِكْبَس,piston,活塞,NOUN
صِمام,valve,阀门,NOUN
مِضَخّة,pump,泵,NOUN
ضاغِط,compressor,压缩机,NOUN
مِرْشَح,filter,过滤器,NOUN
مُبَرِّد,cooler / coolant,冷却器 / 冷却液,NOUN
مُبادِل,exchanger,交换器,NOUN
مِرْجَل,boiler,锅炉,NOUN
عَنَفة,turbine,涡轮,NOUN
مِحَرِّك,engine / motor,发动机 / 电动机,NOUN
مُوَلِّد,generator,发电机,NOUN
مُحَوِّل,transformer / converter,变压器 / 转换器,NOUN
مُقَوِّم,rectifier,整流器,NOUN
مُكَثِّف,capacitor / condenser,电容器 / 冷凝器,NOUN
مُقاوِم,resistor,电阻器,NOUN
مُوَصِّل,conductor,导体,NOUN
عازِل,insulator,绝缘体,NOUN
دائِرة,circuit,电路,NOUN
مِفْتاح,switch / key,开关 / 钥匙,NOUN
مِصْهَر,fuse,保险丝,NOUN
قاطِع,breaker / cutter,断路器 / 刀具,NOUN
مُسْتَشْعِر,sensor,传感器,NOUN
مُشَغِّل,operator,操作员,NOUN
مُتَحَكِّم,controller,控制器,NOUN
مِعَيِّر,calibrator,校准器,NOUN
مُنَظِّم,regulator,调节器,NOUN
مَقْذوف,projectile,抛射体,NOUN
دَعامة,support,支撑,NOUN
رَكيزة,pillar,支柱,NOUN
عارِضة,beam,梁,NOUN
سَقالة,scaffold,脚手架,NOUN
خَرَسانة,concrete,混凝土,NOUN
إِسْمَنْت,cement,水泥,NOUN
مُسَلَّح,reinforced,加固的,ADJ
جُسَيْر,footbridge,小桥,NOUN
قُبّة,dome,圆顶,NOUN
قَنْطَرة,arch,拱门,NOUN
نَفَق,tunnel,隧道,NOUN
سَدّ,dam,大坝,NOUN
مَتانة,robustness,鲁棒性,NOUN
إِجْهاد,stress,应力,NOUN
اِنْفِعال,strain,应变,NOUN
تَشَوُّه,deformation,变形,NOUN
اِلْتِواء,torsion,扭转,NOUN
اِنْحِناء,bending,弯曲,NOUN
قَصّ,shear,剪切,NOUN
خادوم,server,服务器,NOUN
مُعالِج,processor,处理器,NOUN
ذاكِرة,memory,内存,NOUN
قُرْص,disk,磁盘,NOUN
مِلَفّ,file,文件,NOUN
مُجَلَّد,folder,文件夹,NOUN
بَرْمَجة,programming,编程,NOUN
مُبَرْمِج,programmer,程序员,NOUN
خَوارِزْمِيّة,algorithm,算法,NOUN
شِفْرة,code,代码,NOUN
تَشْفير,encryption,加密,NOUN
فَكّ,decryption,解密,NOUN
تَرْمِيز,encoding,编码,NOUN
تَصْحِيح,correction,更正,NOUN
تَنْقِيح,refinement,润色,NOUN
تَجْزِئَة,partitioning,分区,NOUN
فَهْرَسَة,indexing,索引,NOUN
أَرْشَفَة,archiving,归档,NOUN
مُزَامَنَة,synchronization,同步,NOUN
اِسْتِنْسَاخ,cloning,克隆,NOUN
تَنْزِيل,download,下载,NOUN
تَحْمِيل,upload,上传,NOUN
تَخْزِين,storage,存储,NOUN
اِسْتِرْجَاع,retrieval,检索,NOUN
نُسْخَة,version,版本,NOUN
مُحَاكٍ,emulator,模拟器,NOUN
