German_Lemma,Spanish_Translation
stuecke,piezas/trozos
stuermen,asaltar/atormentar
stuetzen,apoyar
stumm,mudo
stunden,horas
stundenlang,durante horas
stur,terco
subjektiv,subjetivo
such,busca
sucht,busca/adicción
suchte,buscó
suchten,buscaban
suende,pecado
sultan,sultán
summe,suma
sumpf,pantano
sydney,Sídney
System,sistema
szene,escena
szenen,escenas
tabletten,pastillas
tage,días
tagebuch,diario
tagen,días
tages,día (del día)
Taktik,táctica
Tal,valle
Talent,talento
tank,depósito
tankstelle,gasolinera
Tanz,baile
tanze,bailo
tapfer,valiente
tarnung,camuflaje
Tasse,taza
tassen,tazas
Tat,hecho/acto
tatort,escena del crimen
tatsachen,hechos
tauben,palomas/sordos
tauchen,bucear
tauchte,apareció/buceó
taugen,servir para
tausch,intercambio
tauschen,intercambiar
tausende,miles
tausendmal,mil veces
teams,equipos
technisch,técnico
Technologie,tecnología
teenager,adolescente
teich,estanque
teilt,comparte
Telefon,teléfono
telefonbuch,guía telefónica
telegramm,telegrama
Teller,plato
tempel,templo
Temperatur,temperatura
terrasse,terraza
Terror,terror
terroristen,terroristas
test,prueba
testament,testamento
testen,probar
tests,pruebas
teufel,diablo
teufels,del diablo
teure,cara
Thema,tema
theoretisch,teórico
thron,trono
tiefe,profundidad
tiefen,profundidades
tieren,animales
tiger,tigre
times,veces (o Times - periódico)
timing,sincronización
tinte,tinta
Tipp,consejo
tippen,teclear/apostar
titelseite,portada
titten,tetas
toast,tostada/brindis
Tochter,hija
tode,muerte
todes,de la muerte
todesangst,miedo a morir
todesursache,causa de muerte
toete,mata/mato
toetet,mata
tokio,Tokio
tolle,genial
tollen,geniales
toller,genial
tolles,genial
tomaten,tomates
Ton,sonido/tono
Topf,olla
tore,puertas/goles
totale,total
totaler,total
tote,muerta/muertos
toten,muertos
toter,muerto
tournee,gira
traegst,llevas
traf,encontró/acertó
tragisch,trágico
tragische,trágica
trainiert,entrenado
trank,bebió
transporter,furgoneta/transportador
trauer,luto/tristeza
traut,confía/atreve
treibe,hago/impulso
treiben,hacer/flotar
treibst,haces/impulsas
treibt,impulsa/flota
trennen,separar
treppen,escaleras
tresor,caja fuerte
treten,pisar/patear
trieb,impulso/instinto
triff,encuéntrate
triffst,encuentras
trinkgeld,propina
trinkst,bebes
trinkt,bebe
trip,viaje
trockene,seca
trockenen,secos
tropfen,gotas
trost,consuelo
trottel,idiota
trug,llevaba
truthahn,pavo
tschuldigung,perdón (coloquial)
tuch,paño/pañuelo
tugend,virtud
tumor,tumor
tunnel,túnel
tut,hace/duele
Typ,tipo
typen,tipos
typische,típica
tyrannen,tiranos
ueberbringen,transmitir/entregar
uebereinstimmung,tienes que
ueberhaupt,en absoluto
ueberlebe,sobrevivo
ueberlebenden,supervivientes
ueberlege,pienso/reflexiono
ueberlegst,piensas/consideras
ueberlegt,pensado/considerado
uebernehme,asumo/me encargo
uebernimmst,te encargas
ueberpruef,comprueba
ueberrascht,sorprendido
ueberstehen,superar
uebertreibst,exageras
ufer,orilla
uhrzeit,hora
umarmen,abrazar
umarmung,abrazo
umdrehen,darse la vuelta
umfangreich,extenso
umfassend,extenso/completo
umgebracht,matado
umgedreht,dado la vuelta
umgekehrt,al revés
umgelegt,matado (coloquial)/abatido
umgezogen,mudado
umhang,capa
umkreis,perímetro/radio
ums,alrededor del (um das)
umso,tanto más
umstaenden,circunstancias
umwerfend,deslumbrante
unbekannt,desconocido
unendlich,infinito
unfair,injusto
ungerecht,injusto
ungern,de mala gana
ungewoehnliche,inusual
ungezogen,maleducado
ungiaubiich,increíble (unglaublich)
unglaubliche,increíble
unglaubliches,increíble
ungluecklich,infeliz
ungut,malo/incómodo
unheimlich,caliente
unheimliche,caliente
uni,uni/universidad
uniform,uniforme
universum,universo
universums,del universo
unklar,poco claro
unmoegliche,imposible
unrecht,injusticia
unruhig,inquieto
unschuld,inocencia
unschuldig,inocente
unschuldige,inocente
unschuldigen,inocentes
unsere,nuestra
unserem,nuestro
unserer,nuestra
unseres,nuestro
unsicher,inseguro
unsichtbar,invisible
unsinn,tontería
unsre,nuestra
unsterblichen,inmortales
unterbrechen,interrumpir
Unterbrechung,interrupción
unterbringen,alojar
unterbrochen,interrumpido
unterdrueckung,opresión
untereinander,entre sí
untergeht,se pone (sol)/hunde
unterhalte,converso/mantengo
unterhose,calzoncillos/bragas
unterlagen,documentos
unterm,debajo del
unterrichtet,enseñado
unterschreiben,romper/arrancar
unterschriften,firmas
Untersuchung,investigación/examen
untersuchungen,investigaciones
untertanen,súbditos
untertitel,subtítulos
unterzeichnen,firmar
unversehrt,ileso
unverstaendliches,incomprensible
unwichtig,sin importancia
urkunde,documento/certificado
urteilen,juzgar
vaeter,padres
valentinstag,San Valentín
vampir,vampiro
vaters,del padre
vati,papi
verabredet,citado/quedado
verabredung,cita
verabschiede,se llamaba
verabschiedet,despedido
verachte,desprecio
veranda,porche
Veranstaltung,evento
verarbeiten,procesar/asimilar
verarschen,tomar el pelo
verarschst,tomas el pelo
verarscht,jodido/tomado el pelo
verbergen,ocultar
verbessern,mejorar
verbinde,conecto
verbindet,une/conecta
Verbindung,conexión
verboten,prohibido
verbracht,pasado (tiempo)
verbrannt,quemado
verbrecher,criminal
verbreiten,romper/arrancar
verbreitet,extendido
verbrennungen,quemaduras
verbringen,pasar (tiempo)
verbringt,pasa (tiempo)
verbunden,conectado/unido
Verdacht,sospecha
verdammt,maldito
verdammtes,maldito
verdanken,deber/agradecer
verdiene,merezco
verdient,merecido/ganado
verdirbt,estropea
verdoppelt,duplicado
verdorben,podrido/estropeado
verehrten,venerados
Verein,asociación/club
vereinbarung,acuerdo
vereinen,romper/arrancar
vereinigten,romper/arrancar
vereint,unido
verfassung,constitución
verfickten,jodido (vulgar)
verflucht,maldito
verfluchte,maldita
verfluchtes,maldito
verfolgen,perseguir
verfuegt,dispone
verfügen,disponer
vergaß,olvidó
vergeben,perdonar/adjudicar
vergebens,en vano
vergebung,perdón
vergeht,pasa (tiempo)
vergeltung,represalia
vergewaltigen,violar
vergewaltigt,violado
vergewaltigung,violación
vergiften,envenenar
vergiftet,envenenado
vergiss,olvida
vergisst,olvidas
vergiß,olvida
vergleichen,comparar
verglichen,comparado
vergraben,enterrar
verhaftet,detenido
verhaftung,arresto/detención
verhandlungen,negociaciones
verheimlichen,ocultar
verhindert,impedido
verhungern,morir de hambre
verkaufe,vendo
verkaufst,vendes
verkauft,vendido
Verkehr,tráfico
verkleiden,disfrazarse
verkleidet,disfrazado
verklemmt,inhibido
verlaesst,abandona
verlange,exijo
verlangt,exige
verlasse,abandono/dejo
verlassen,abandonar
verlaufen,transcurrir/perderse
verlegen,avergonzado/trasladar
verlegt,trasladado/extraviado
verletzt,herido
verletzte,herida
Verletzung,lesión
verliebt,dejó/abandonó
verliehen,dejó/abandonó
verliere,dejó/abandonó
verlierer,dejó/abandonó
verlierst,dejó/abandonó
verliert,dejó/abandonó
verlobte,prometida
verlobter,prometido
verlobung,compromiso
verloren,perdido
verlässlich,confiable
vermasselt,arruinado/cagado
vermehren,multiplicar
vermeiden,evitar
vermeintlich,supuesto
vermisst,desaparecido/echado de menos
vermittlung,mediación
vermuten,suponer
vermutet,supuesto
vermutlich,probablemente
vernichten,aniquilar/destruir
vernichtet,destruido
vernuenftige,razonable
verpasst,perdido (tren/oportunidad)
verpflichtet,obligado
Verpflichtung,obligación/compromiso
verpisst,largado
verrat,traición
verruckt,loco
versagen,fracasar
versager,perdedor
versammeln,reunirse
versammelt,reunido
verschaffen,proporcionar/conseguir
verschlossen,cerrado con llave
verschluss,cierre
verschoben,aplazado/movido
verschwand,desapareció
verschwenden,malgastar
verschwendest,malgastas
verschwindest,desapareces
verschwindet,desaparece
versehen,error/descuido
versetzen,trasladar/dar plantón
versichern,asegurar
versichert,asegurado
Version,versión
versorgt,abastecido/cuidado
Verspätung,retraso
versprachen,prometieron
versprech,prometo
verspreche,prometo
Verstärkung,refuerzos
verstanden,entendido
versteckst,escondes
versteh,entiendo
verstehe,entiendo
verstehst,entiendes
verstoert,trastornado
verstorben,fallecido
verstorbenen,fallecidos
verstummt,enmudecido
versuchst,intentas
versucht,intentado
versuchte,intentó
verteidigen,defender
verteidigt,defendido
vertraue,confío
vertraust,confías
vertreiben,romper/arrancar
vertreten,representar
vertrieben,expulsado
verursachen,causar
verurteilt,condenado
verwandeln,transformar
verwandelte,transformó
verwandt,emparentado
Verwandte,parientes
verweigern,blanco
verwenden,usar
verwendet,usado
verwirrt,confundido
verwoehnt,mimado
verwundet,herido
verzaubert,encantado
verzeihen,perdonar
verzeihung,perdón
verzieh,perdoné
verziehen,perdonado
verzoegerung,retraso
Vieh,ganado
vierte,cuarta
viertel,cuarto/barrio
viertelstunde,cuarto de hora
vietnam,Vietnam
visionen,visiones
vizepraesident,vicepresidente
volkes,del pueblo
vollbracht,logrado
vollbringen,llevar a cabo
volle,llena
vollem,lleno
vollen,llenos
voller,lleno
volles,lleno
voraus,por adelantado
vorbereitungen,romper/arrancar
voreilig,precipitado
vorenthalten,privar/ocultar
vorfahren,antepasados
vorgelesen,leído en voz alta
vorgeschlagen,propuesto
vorgestellt,presentado/imaginado
vorhast,tienes planeado
vorhin,hace un rato
vorkommen,ocurrir/parecer
vorlaeufig,provisionalmente
vormund,tutor
vorne,delante
vornehmen,proponerse/realizar
vorschuss,anticipo
vorsichtiger,más prudente
vorsitzende,presidenta
vorspiel,preliminares
vorsprung,ventaja
Vorstellung,imaginación/presentación
vortrag,conferencia/charla
vorziehen,preferir
vorzubereiten,preparar
wache,guardia
wachmann,vigilante
wachsen,crecer
wacht,despierta
wachte,despertó
wachtmeister,agente de policía
waechter,guardián
waehle,elige
waesche,ropa sucia/colada
waffen,armas
wage,atrevo
waggons,vagones
wahnsinn,locura
wahnsinnig,loco
wahren,verdaderos
wahrer,verdadero
wahres,verdadero
walker,caminante
walzer,vals
warf,tiró/lanzó
warfen,tiraron
warne,advierto
warnen,advertir
Warnung,advertencia
warst,eras/estabas
wartet,espera
washington,Washington
wechsle,cambio
weckst,despiertas
wegbringen,llevarse
wege,caminos
wegfahren,irse (en vehículo)
weggegangen,ido
weggehen,irse
weggeworfen,tirado
weglaufen,huir
wegnehmen,quitar
wegtreten,retirarse
wegwerfen,tirar (basura)
Wehe,ay de (amenaza)
wehren,defenderse
wei,blanca
weib,blanca
weibern,blanco
weiblicher,blanco
weicht,blanca
weigerte,blanco
weihnacht,blanca
weihnachten,blanca
weihnachtsgeschenk,blanca
weihnachtsmann,blanca
weile,blanca
weinst,blanca
weint,blanca
weinte,blanca
weisen,blanca
weiss,blanca
weisst,blanca
weiten,blanca
weitere,blanco
weiterer,blanco
weitergeben,blanco
weitergeht,blanco
weiß,blanca
weißen,blancos
weißt,blanca
welche,cuál
welchem,cuál
welchen,cuáles
welches,cuál
welle,ola
welten,mundos
weltkrieg,guerra mundial
weltraum,espacio
wem,a quién
wen,a quién
wenden,girar/dirigirse
wendet,gira/aplica
wenige,pocas
wenigen,pocos
werde,llegaré a ser/haré
werdet,llegaréis a ser
Werkstatt,taller
werte,valores
wertlos,inútil/sin valor
wertvoll,valioso
wesentlich,esencial
weshalb,por lo cual/por qué
wessen,de quién
Westen,oeste
Wettbewerb,competición
wette,apuesta
wichser,pajero (insulto)
wichtige,importante
wichtigen,importantes
wichtiges,importante
Wichtigkeit,importancia
wichtigsten,más importantes
widerliche,asqueroso
widersetzt,opone/resiste
widerstehen,resistir
widmen,dedicar
wiedererkennen,reconocer
wiederkommen,volver
wiederzusehen,volver a ver
wiehert,relincha
wiese,prado
wieso,salsa
wieviel,cuánto
wilder,salvaje
wille,voluntad
willen,voluntad
willow,sauce
winken,saludar (mano)
winzig,diminuto
wird,será/se convierte
wirf,tira
wirfst,tiras
wirken,parecer/surtir efecto
wirkliche,real
wirkt,actúa/parece/surte efecto
wirt,tabernero/anfitrión
Wirtschaft,economía
wissenschaftlich,científico
wisst,sabéis
witze,chistes
wobei,donde/aunque
wochen,semanas
wochenende,fin de semana
wochenenden,fines de semana
wodka,vodka
wohlergehen,bienestar
wohnst,vives
wohnt,vive
wohnwagen,caravana
woiiten,querían (wollten)
wolken,nubes
wolle,lana
wollten,querían
wolltest,querías
wolltet,queríais
womit,con qué
womoeglich,posiblemente
worauf,en qué
worden,sido (pasiva)
worin,en qué
worte,palabras
worten,palabras
worum,de qué/sobre qué
wow,guau
wuchs,creció
wunde,herida
wunderbare,maravillosa
wunderbarer,maravilloso
wurde,fue/se convirtió
wurdest,fuiste
wurf,lanzamiento
wurm,gusano
wusstest,sabías
wusstet,sabíais
yoga,yoga
zaehnen,dientes
zahle,pago
zahlreiche,numerosos
zahlst,pagas
zahlt,paga
zauber,magia/hechizo
zauberei,brujería/magia
zaun,valla
zehen,dedos del pie
zehn,diez
zeig,enseña (imperativo)
zeige,muestro
zeigt,muestra
zeigte,mostró
zeiten,tiempos
zeitungen,periódicos
zelle,celda/célula
zellen,células/celdas
Zelt,tienda de campaña
zentimeter,centímetros
zerbrochen,roto
zerreißt,desgarra
zerstoerer,destructor
zerstoert,destruido
zerstoerte,destruyó
zerstoerten,empujar/chocar
Zerstörung,destrucción
Zettel,nota/papelito
zeug,cosas/trastos
zeuge,testigo
zeugin,testigo
ziege,cabra
zieh,tira
ziehst,tiras/mudas
zieht,tira/arrastra
ziele,objetivos
zielen,apuntar
ziemlicher,bastante
zigaretten,cigarrillos
zimmern,habitaciones
zimmerservice,servicio de habitaciones
zinsen,intereses
zitterst,tiemblas
zivilisten,civiles
Zoll,aduana/pulgada
zombie,zombi
zorn,ira
zueinander,el uno al otro
zuende,terminado
zuflucht,refugio
zufolge,según
Zug,tren
zugeben,admitir
zugegeben,admitido
zugehoert,pertenecido
zugemacht,cerrado
zugesagt,prometido/aceptado
zugesehen,mirado/observado
zugestimmt,accedido/estado de acuerdo
zugestoßen,chocado/empujado
zugriff,acceso
zuhause,casa (en casa)
zuhoert,escucha
Zukunft,futuro
zunehmend,creciente
zuneigung,afecto
zunichte,arruinado/destruido
zur,a la (zu der)
zurecht,con razón/correctamente
zurueckgebracht,devuelto
zurueckgegeben,devuelto
zurueckgelassen,dejado atrás
zurueckkehren,regresar
zurueckzahlen,devolver (dinero)
zurueckzubringen,devolver
zurueckzuholen,recuperar
zurzeit,actualmente
Zusammenarbeit,colaboración
zusammengeschlagen,paliza (dado)
zuschlagen,golpear
zustimmen,estar de acuerdo
zutiefst,profundamente
zuviel,demasiado
zwecklos,inútil
zwei,blanca
zweifellos,blanca
zweimal,blanca
zweite,blanca
zweiten,blanca
zwerge,enanos
zwillinge,gemelos
zwing,obliga
zwingen,obligar
zylinder,cilindro/sombrero de copa
überzeugen,convencer
